policy_id,claim_id,accident_date,accident_year,development_year,claim_amount,claim_status,,,,,,,,,,,,,,
294879,26248,28-06-2022,2022,2,63366,Closed,,,,,,,,,,,,,,
294886,26249,03-02-2023,2023,1,321511,Closed,,,,,,,,,,,,,,
294906,26250,21-12-2019,2019,0,77860,Closed,,,,,,,,,,,,,,
294918,26251,16-03-2020,2020,0,60845,Closed,,,,,,,,,,,,,,
294944,26252,15-09-2021,2021,1,83822,Closed,,,,,,,,,,,,,,
294944,26253,09-12-2021,2021,1,24177,Closed,,,,,,,,,,,,,,
294973,26254,16-07-2025,2025,0,140431,Closed,,,,,,,,,,,,,,
295011,26255,24-05-2019,2019,1,70355,Closed,,,,,,,,,,,,,,
295043,26256,19-10-2020,2020,4,19179,Closed,,,,,,,,,,,,,,
295059,26257,22-02-2019,2019,4,35016,Closed,,,,,,,,,,,,,,
295061,26258,16-06-2023,2023,1,22833,Open,,,,,,,,,,,,,,
295063,26259,09-02-2019,2019,2,88180,Closed,,,,,,,,,,,,,,
295066,26260,27-01-2021,2021,4,18426,Closed,,,,,,,,,,,,,,
295068,26261,10-01-2024,2024,1,46339,Open,,,,,,,,,,,,,,
295076,26262,13-07-2022,2022,1,147265,Closed,,,,,,,,,,,,,,
295086,26263,25-11-2023,2023,1,24533,Open,,,,,,,,,,,,,,
295100,26264,03-09-2018,2018,3,84901,Closed,,,,,,,,,,,,,,
295101,26265,25-01-2019,2019,2,21116,Closed,,,,,,,,,,,,,,
295108,26266,27-02-2023,2023,0,20650,Open,,,,,,,,,,,,,,
295115,26267,18-06-2019,2019,4,24831,Closed,,,,,,,,,,,,,,
295147,26268,20-05-2023,2023,0,59912,Closed,,,,,,,,,,,,,,
295149,26269,03-04-2021,2021,1,19940,Open,,,,,,,,,,,,,,
295158,26270,03-06-2023,2023,0,23294,Open,,,,,,,,,,,,,,
295164,26271,26-04-2022,2022,2,146749,Open,,,,,,,,,,,,,,
295195,26272,21-05-2019,2019,6,126671,Closed,,,,,,,,,,,,,,
295214,26273,03-05-2022,2022,3,217338,Open,,,,,,,,,,,,,,
295232,26274,01-10-2019,2019,3,239790,Closed,,,,,,,,,,,,,,
295233,26275,10-06-2022,2022,2,221604,Closed,,,,,,,,,,,,,,
295242,26276,25-12-2019,2019,0,43284,Closed,,,,,,,,,,,,,,
295243,26277,03-03-2023,2023,1,133131,Open,,,,,,,,,,,,,,
295246,26278,03-12-2022,2022,0,140574,Closed,,,,,,,,,,,,,,
295270,26279,11-09-2021,2021,1,67680,Open,,,,,,,,,,,,,,
295274,26280,30-05-2018,2018,4,30606,Closed,,,,,,,,,,,,,,
295280,26281,04-09-2021,2021,4,132067,Closed,,,,,,,,,,,,,,
295282,26282,12-04-2021,2021,2,272820,Closed,,,,,,,,,,,,,,
295289,26283,19-11-2018,2018,0,181781,Closed,,,,,,,,,,,,,,
295333,26284,14-04-2023,2023,1,20508,Open,,,,,,,,,,,,,,
295348,26285,05-07-2018,2018,1,132270,Closed,,,,,,,,,,,,,,
295377,26286,27-10-2018,2018,0,141584,Closed,,,,,,,,,,,,,,
295424,26287,24-11-2022,2022,3,67689,Open,,,,,,,,,,,,,,
295427,26288,10-03-2023,2023,1,330464,Open,,,,,,,,,,,,,,
295440,26289,02-05-2023,2023,2,148983,Open,,,,,,,,,,,,,,
295443,26290,04-05-2024,2024,1,31870,Closed,,,,,,,,,,,,,,
295445,26291,14-09-2019,2019,5,43156,Closed,,,,,,,,,,,,,,
295460,26292,10-06-2020,2020,3,627833,Open,,,,,,,,,,,,,,
295465,26293,09-08-2022,2022,1,239472,Closed,,,,,,,,,,,,,,
295467,26294,17-04-2019,2019,0,261696,Closed,,,,,,,,,,,,,,
295469,26295,01-11-2021,2021,1,9752,Closed,,,,,,,,,,,,,,
295484,26296,01-09-2023,2023,1,16792,Closed,,,,,,,,,,,,,,
295488,26297,20-01-2021,2021,4,77676,Open,,,,,,,,,,,,,,
295489,26298,02-11-2021,2021,1,434744,Open,,,,,,,,,,,,,,
295491,26299,05-11-2021,2021,0,33595,Open,,,,,,,,,,,,,,
295493,26300,17-06-2019,2019,4,41175,Closed,,,,,,,,,,,,,,
295546,26301,25-08-2020,2020,0,30153,Open,,,,,,,,,,,,,,
295569,26302,06-12-2022,2022,0,23390,Open,,,,,,,,,,,,,,
295586,26303,02-05-2023,2023,0,23805,Closed,,,,,,,,,,,,,,
295591,26304,30-06-2020,2020,2,27051,Closed,,,,,,,,,,,,,,
295597,26305,12-12-2024,2024,0,181092,Open,,,,,,,,,,,,,,
295601,26306,05-10-2024,2024,1,39964,Open,,,,,,,,,,,,,,
295611,26307,07-12-2023,2023,0,34028,Open,,,,,,,,,,,,,,
295618,26308,14-05-2020,2020,2,56528,Closed,,,,,,,,,,,,,,
295631,26309,02-03-2025,2025,0,45472,Open,,,,,,,,,,,,,,
295633,26310,10-10-2022,2022,1,84995,Closed,,,,,,,,,,,,,,
295656,26311,14-03-2018,2018,0,58960,Open,,,,,,,,,,,,,,
295659,26312,31-08-2018,2018,6,201012,Closed,,,,,,,,,,,,,,
295674,26313,07-01-2025,2025,0,413316,Open,,,,,,,,,,,,,,
295675,26314,13-06-2020,2020,3,28304,Closed,,,,,,,,,,,,,,
295680,26315,03-06-2024,2024,1,71076,Open,,,,,,,,,,,,,,
295685,26316,03-04-2021,2021,3,103787,Open,,,,,,,,,,,,,,
295700,26317,09-07-2022,2022,3,9525,Open,,,,,,,,,,,,,,
295705,26318,10-03-2018,2018,3,13304,Closed,,,,,,,,,,,,,,
295709,26319,19-11-2024,2024,1,147250,Closed,,,,,,,,,,,,,,
295716,26320,02-09-2018,2018,4,52085,Closed,,,,,,,,,,,,,,
295717,26321,08-10-2020,2020,1,359395,Closed,,,,,,,,,,,,,,
295735,26322,19-05-2022,2022,1,117362,Open,,,,,,,,,,,,,,
295766,26323,08-04-2022,2022,2,58147,Closed,,,,,,,,,,,,,,
295768,26324,21-09-2022,2022,2,76726,Closed,,,,,,,,,,,,,,
295781,26325,28-12-2019,2019,0,180189,Closed,,,,,,,,,,,,,,
295796,26326,08-02-2019,2019,6,36192,Closed,,,,,,,,,,,,,,
295809,26327,28-12-2021,2021,4,178516,Open,,,,,,,,,,,,,,
295825,26328,04-10-2023,2023,0,26988,Closed,,,,,,,,,,,,,,
295832,26329,06-04-2025,2025,0,345909,Open,,,,,,,,,,,,,,
295833,26330,30-04-2020,2020,1,142257,Closed,,,,,,,,,,,,,,
295835,26331,18-08-2024,2024,1,54827,Closed,,,,,,,,,,,,,,
295836,26332,02-03-2023,2023,1,184418,Open,,,,,,,,,,,,,,
295840,26333,26-05-2021,2021,0,76237,Closed,,,,,,,,,,,,,,
295841,26334,12-09-2019,2019,1,38152,Closed,,,,,,,,,,,,,,
295843,26335,23-10-2018,2018,6,62783,Closed,,,,,,,,,,,,,,
295850,26336,28-12-2022,2022,3,239815,Open,,,,,,,,,,,,,,
295852,26337,29-08-2022,2022,2,34437,Open,,,,,,,,,,,,,,
295866,26338,02-09-2021,2021,4,374082,Closed,,,,,,,,,,,,,,
295872,26339,05-10-2019,2019,5,78029,Closed,,,,,,,,,,,,,,
295878,26340,15-10-2019,2019,6,23670,Closed,,,,,,,,,,,,,,
295878,26341,07-03-2019,2019,2,17105,Closed,,,,,,,,,,,,,,
295879,26342,20-02-2020,2020,5,25126,Closed,,,,,,,,,,,,,,
295880,26343,20-01-2020,2020,3,94005,Closed,,,,,,,,,,,,,,
295884,26344,03-02-2021,2021,0,11439,Closed,,,,,,,,,,,,,,
295896,26345,06-01-2022,2022,1,111476,Closed,,,,,,,,,,,,,,
295902,26346,21-02-2024,2024,1,26742,Open,,,,,,,,,,,,,,
295920,26347,14-07-2018,2018,1,47118,Closed,,,,,,,,,,,,,,
295922,26348,24-01-2022,2022,2,346742,Closed,,,,,,,,,,,,,,
295926,26349,01-10-2021,2021,1,65471,Closed,,,,,,,,,,,,,,
295927,26350,10-11-2024,2024,0,34624,Open,,,,,,,,,,,,,,
295934,26351,16-11-2023,2023,2,112689,Closed,,,,,,,,,,,,,,
295947,26352,19-10-2018,2018,5,118904,Closed,,,,,,,,,,,,,,
295959,26353,04-10-2023,2023,1,76372,Closed,,,,,,,,,,,,,,
295980,26354,18-12-2020,2020,3,203353,Closed,,,,,,,,,,,,,,
295985,26355,15-04-2019,2019,1,84446,Closed,,,,,,,,,,,,,,
295999,26356,16-06-2019,2019,0,20935,Closed,,,,,,,,,,,,,,
296006,26357,16-11-2024,2024,0,75399,Closed,,,,,,,,,,,,,,
296013,26358,02-09-2023,2023,0,58641,Closed,,,,,,,,,,,,,,
296014,26359,17-07-2021,2021,2,32505,Closed,,,,,,,,,,,,,,
296033,26360,11-03-2025,2025,0,222677,Open,,,,,,,,,,,,,,
296036,26361,13-09-2021,2021,3,17945,Closed,,,,,,,,,,,,,,
296041,26362,28-01-2021,2021,0,94892,Closed,,,,,,,,,,,,,,
296050,26363,15-04-2025,2025,0,62463,Open,,,,,,,,,,,,,,
296060,26364,18-01-2024,2024,1,121426,Closed,,,,,,,,,,,,,,
296063,26365,06-06-2020,2020,0,405636,Open,,,,,,,,,,,,,,
296069,26366,25-03-2019,2019,3,14652,Closed,,,,,,,,,,,,,,
296082,26367,11-08-2019,2019,0,133262,Closed,,,,,,,,,,,,,,
296105,26368,20-12-2021,2021,1,55363,Closed,,,,,,,,,,,,,,
296112,26369,04-07-2019,2019,2,24447,Closed,,,,,,,,,,,,,,
296113,26370,23-02-2019,2019,6,220319,Closed,,,,,,,,,,,,,,
296121,26371,29-03-2019,2019,5,86822,Closed,,,,,,,,,,,,,,
296125,26372,21-05-2021,2021,1,26367,Open,,,,,,,,,,,,,,
296130,26373,13-04-2023,2023,1,18987,Closed,,,,,,,,,,,,,,
296141,26374,30-01-2023,2023,2,250384,Closed,,,,,,,,,,,,,,
296147,26375,16-05-2022,2022,2,30010,Open,,,,,,,,,,,,,,
296147,26376,18-07-2022,2022,1,68303,Open,,,,,,,,,,,,,,
296158,26377,20-05-2020,2020,3,174132,Closed,,,,,,,,,,,,,,
296167,26378,16-04-2025,2025,0,98337,Open,,,,,,,,,,,,,,
296176,26379,16-02-2023,2023,2,155431,Closed,,,,,,,,,,,,,,
296181,26380,06-05-2020,2020,2,192455,Closed,,,,,,,,,,,,,,
296200,26381,09-04-2022,2022,2,33138,Open,,,,,,,,,,,,,,
296210,26382,19-09-2020,2020,4,29826,Closed,,,,,,,,,,,,,,
296224,26383,25-08-2024,2024,0,97295,Closed,,,,,,,,,,,,,,
296234,26384,29-07-2023,2023,2,25696,Closed,,,,,,,,,,,,,,
296255,26385,05-01-2025,2025,0,88448,Open,,,,,,,,,,,,,,
296267,26386,01-12-2022,2022,3,148625,Closed,,,,,,,,,,,,,,
296272,26387,30-10-2018,2018,4,87712,Closed,,,,,,,,,,,,,,
296276,26388,28-01-2025,2025,0,16158,Closed,,,,,,,,,,,,,,
296279,26389,31-08-2023,2023,1,101770,Open,,,,,,,,,,,,,,
296294,26390,14-07-2019,2019,5,114092,Open,,,,,,,,,,,,,,
296301,26391,25-09-2019,2019,5,41404,Closed,,,,,,,,,,,,,,
296310,26392,10-10-2020,2020,3,39931,Closed,,,,,,,,,,,,,,
296342,26393,17-12-2024,2024,0,47867,Open,,,,,,,,,,,,,,
296388,26394,02-09-2023,2023,1,38792,Open,,,,,,,,,,,,,,
296397,26395,26-03-2023,2023,2,92545,Closed,,,,,,,,,,,,,,
296398,26396,08-07-2019,2019,5,49389,Closed,,,,,,,,,,,,,,
296401,26397,02-01-2020,2020,2,567540,Closed,,,,,,,,,,,,,,
296407,26398,07-02-2018,2018,4,111185,Closed,,,,,,,,,,,,,,
296410,26400,11-01-2020,2020,1,58511,Closed,,,,,,,,,,,,,,
296410,26399,18-03-2020,2020,4,132720,Closed,,,,,,,,,,,,,,
296414,26401,25-11-2023,2023,2,60220,Closed,,,,,,,,,,,,,,
296425,26402,14-06-2024,2024,0,80421,Open,,,,,,,,,,,,,,
296434,26403,25-09-2019,2019,6,66614,Closed,,,,,,,,,,,,,,
296450,26404,03-07-2021,2021,3,249870,Closed,,,,,,,,,,,,,,
296507,26405,24-12-2024,2024,1,517307,Open,,,,,,,,,,,,,,
296519,26406,16-10-2022,2022,0,141838,Open,,,,,,,,,,,,,,
296521,26407,09-05-2024,2024,1,53695,Open,,,,,,,,,,,,,,
296553,26408,08-12-2022,2022,3,19470,Closed,,,,,,,,,,,,,,
296566,26409,13-02-2024,2024,1,138985,Open,,,,,,,,,,,,,,
296572,26410,06-02-2019,2019,5,511437,Closed,,,,,,,,,,,,,,
296589,26411,21-09-2022,2022,0,249546,Closed,,,,,,,,,,,,,,
296603,26412,25-12-2019,2019,3,47245,Closed,,,,,,,,,,,,,,
296623,26413,29-01-2022,2022,3,21263,Closed,,,,,,,,,,,,,,
296644,26414,16-01-2025,2025,0,110358,Open,,,,,,,,,,,,,,
296649,26415,14-01-2020,2020,4,103769,Closed,,,,,,,,,,,,,,
296699,26416,16-09-2024,2024,1,79132,Closed,,,,,,,,,,,,,,
296701,26417,09-02-2024,2024,1,63602,Open,,,,,,,,,,,,,,
296725,26418,09-10-2022,2022,3,153289,Closed,,,,,,,,,,,,,,
296739,26419,10-05-2024,2024,1,89698,Open,,,,,,,,,,,,,,
296767,26420,08-09-2022,2022,1,78396,Open,,,,,,,,,,,,,,
296773,26421,14-05-2023,2023,2,74972,Open,,,,,,,,,,,,,,
296779,26422,20-01-2025,2025,0,17220,Open,,,,,,,,,,,,,,
296779,26423,27-01-2025,2025,0,4105,Closed,,,,,,,,,,,,,,
296789,26424,28-04-2022,2022,2,262513,Closed,,,,,,,,,,,,,,
296792,26425,09-11-2018,2018,5,17423,Closed,,,,,,,,,,,,,,
296807,26426,08-04-2020,2020,0,101154,Closed,,,,,,,,,,,,,,
296807,26427,13-10-2019,2019,5,88959,Closed,,,,,,,,,,,,,,
296820,26428,29-05-2024,2024,0,24054,Open,,,,,,,,,,,,,,
296822,26429,27-05-2018,2018,5,40824,Closed,,,,,,,,,,,,,,
296828,26430,24-01-2024,2024,0,147606,Closed,,,,,,,,,,,,,,
296836,26431,15-10-2019,2019,0,60189,Closed,,,,,,,,,,,,,,
296858,26432,26-03-2022,2022,1,23517,Closed,,,,,,,,,,,,,,
296860,26433,22-07-2020,2020,1,25066,Open,,,,,,,,,,,,,,
296862,26434,20-11-2022,2022,3,41318,Closed,,,,,,,,,,,,,,
296865,26435,14-06-2020,2020,1,121496,Closed,,,,,,,,,,,,,,
296870,26436,10-08-2023,2023,0,129799,Closed,,,,,,,,,,,,,,
296896,26437,20-07-2023,2023,2,43196,Closed,,,,,,,,,,,,,,
296896,26438,20-08-2023,2023,0,466010,Open,,,,,,,,,,,,,,
296899,26439,03-12-2018,2018,3,44084,Closed,,,,,,,,,,,,,,
296911,26440,04-08-2022,2022,0,59028,Closed,,,,,,,,,,,,,,
296915,26441,14-03-2023,2023,1,117658,Open,,,,,,,,,,,,,,
296924,26442,03-08-2019,2019,2,29689,Closed,,,,,,,,,,,,,,
296933,26443,12-08-2021,2021,2,62632,Closed,,,,,,,,,,,,,,
296948,26444,12-11-2018,2018,4,76538,Open,,,,,,,,,,,,,,
296958,26445,28-12-2019,2019,6,109245,Closed,,,,,,,,,,,,,,
296962,26446,03-02-2019,2019,5,95071,Closed,,,,,,,,,,,,,,
296966,26447,05-10-2018,2018,2,223287,Closed,,,,,,,,,,,,,,
296969,26448,21-07-2022,2022,1,27664,Closed,,,,,,,,,,,,,,
296974,26449,02-01-2024,2024,1,69280,Open,,,,,,,,,,,,,,
296984,26450,22-09-2023,2023,0,60325,Open,,,,,,,,,,,,,,
296990,26451,20-11-2024,2024,0,101070,Closed,,,,,,,,,,,,,,
296991,26452,29-09-2019,2019,3,22675,Closed,,,,,,,,,,,,,,
296995,26453,23-01-2024,2024,0,510196,Closed,,,,,,,,,,,,,,
296995,26454,08-05-2023,2023,0,227116,Open,,,,,,,,,,,,,,
297007,26455,03-10-2020,2020,3,202671,Closed,,,,,,,,,,,,,,
297010,26456,03-12-2020,2020,2,39301,Closed,,,,,,,,,,,,,,
297021,26457,25-02-2022,2022,2,39993,Open,,,,,,,,,,,,,,
297026,26458,28-04-2024,2024,1,100080,Open,,,,,,,,,,,,,,
297043,26459,14-09-2021,2021,2,12077,Open,,,,,,,,,,,,,,
297044,26460,27-02-2021,2021,3,24346,Closed,,,,,,,,,,,,,,
297045,26461,18-10-2019,2019,3,9098,Closed,,,,,,,,,,,,,,
297045,26462,01-05-2019,2019,6,5047,Closed,,,,,,,,,,,,,,
297049,26463,27-11-2023,2023,0,332237,Closed,,,,,,,,,,,,,,
297056,26464,04-06-2022,2022,3,105827,Closed,,,,,,,,,,,,,,
297071,26465,16-06-2021,2021,2,299300,Open,,,,,,,,,,,,,,
297082,26466,12-01-2022,2022,3,39039,Closed,,,,,,,,,,,,,,
297111,26467,01-05-2025,2025,0,207261,Closed,,,,,,,,,,,,,,
297119,26468,08-05-2023,2023,1,160780,Closed,,,,,,,,,,,,,,
297127,26469,05-09-2022,2022,1,29160,Closed,,,,,,,,,,,,,,
297133,26470,14-12-2022,2022,2,16694,Open,,,,,,,,,,,,,,
297144,26471,26-04-2019,2019,6,16355,Closed,,,,,,,,,,,,,,
297146,26472,05-02-2022,2022,0,55419,Closed,,,,,,,,,,,,,,
297148,26473,15-12-2021,2021,1,24499,Closed,,,,,,,,,,,,,,
297159,26474,17-05-2022,2022,1,49004,Open,,,,,,,,,,,,,,
297163,26475,26-05-2023,2023,2,20857,Open,,,,,,,,,,,,,,
297184,26476,25-01-2024,2024,1,29442,Closed,,,,,,,,,,,,,,
297191,26477,30-06-2018,2018,6,24738,Closed,,,,,,,,,,,,,,
297192,26478,28-02-2019,2019,4,30308,Open,,,,,,,,,,,,,,
297206,26479,19-07-2022,2022,2,393838,Closed,,,,,,,,,,,,,,
297253,26480,08-07-2020,2020,1,203331,Closed,,,,,,,,,,,,,,
297264,26481,15-12-2020,2020,1,144080,Closed,,,,,,,,,,,,,,
297288,26482,31-07-2023,2023,0,70580,Open,,,,,,,,,,,,,,
297302,26483,29-11-2022,2022,0,296120,Closed,,,,,,,,,,,,,,
297303,26484,22-07-2022,2022,3,25082,Closed,,,,,,,,,,,,,,
297321,26485,10-04-2020,2020,2,48649,Closed,,,,,,,,,,,,,,
297342,26486,10-09-2019,2019,2,39753,Closed,,,,,,,,,,,,,,
297354,26487,06-05-2023,2023,2,147917,Open,,,,,,,,,,,,,,
297356,26488,12-01-2019,2019,1,1067884,Closed,,,,,,,,,,,,,,
297357,26489,22-10-2020,2020,5,64631,Closed,,,,,,,,,,,,,,
297399,26490,12-05-2019,2019,5,5277,Closed,,,,,,,,,,,,,,
297408,26491,16-12-2019,2019,1,22970,Closed,,,,,,,,,,,,,,
297411,26492,21-02-2022,2022,0,157931,Closed,,,,,,,,,,,,,,
297427,26493,27-04-2023,2023,0,31996,Open,,,,,,,,,,,,,,
297443,26494,11-11-2022,2022,2,1030568,Open,,,,,,,,,,,,,,
297444,26495,26-07-2019,2019,2,11083,Closed,,,,,,,,,,,,,,
297447,26496,28-10-2020,2020,5,212558,Closed,,,,,,,,,,,,,,
297450,26497,03-07-2024,2024,1,10184,Open,,,,,,,,,,,,,,
297451,26498,03-10-2019,2019,4,45016,Closed,,,,,,,,,,,,,,
297472,26499,20-10-2024,2024,0,116506,Open,,,,,,,,,,,,,,
297489,26500,04-04-2019,2019,4,143872,Closed,,,,,,,,,,,,,,
297496,26501,08-05-2023,2023,1,71099,Open,,,,,,,,,,,,,,
297514,26502,15-12-2020,2020,2,162537,Closed,,,,,,,,,,,,,,
297519,26503,19-04-2023,2023,1,40818,Open,,,,,,,,,,,,,,
297535,26504,20-02-2024,2024,1,84119,Closed,,,,,,,,,,,,,,
297543,26505,06-06-2020,2020,0,34972,Closed,,,,,,,,,,,,,,
297543,26506,26-06-2019,2019,3,162860,Closed,,,,,,,,,,,,,,
297550,26507,30-11-2020,2020,3,89233,Closed,,,,,,,,,,,,,,
297588,26508,15-12-2022,2022,1,10456,Open,,,,,,,,,,,,,,
297591,26509,06-10-2021,2021,0,301461,Open,,,,,,,,,,,,,,
297606,26510,27-04-2020,2020,1,150697,Closed,,,,,,,,,,,,,,
297606,26511,16-01-2020,2020,4,285931,Closed,,,,,,,,,,,,,,
297613,26512,09-01-2021,2021,4,65829,Closed,,,,,,,,,,,,,,
297621,26513,23-05-2021,2021,1,111837,Closed,,,,,,,,,,,,,,
297634,26514,20-08-2019,2019,4,43153,Closed,,,,,,,,,,,,,,
297639,26515,27-07-2020,2020,4,147653,Closed,,,,,,,,,,,,,,
297643,26516,25-11-2024,2024,1,28275,Open,,,,,,,,,,,,,,
297644,26517,02-12-2018,2018,2,16106,Closed,,,,,,,,,,,,,,
297650,26518,12-10-2022,2022,1,448839,Open,,,,,,,,,,,,,,
297663,26519,29-03-2022,2022,3,6395,Closed,,,,,,,,,,,,,,
297680,26520,09-10-2018,2018,2,158082,Closed,,,,,,,,,,,,,,
297685,26521,06-10-2021,2021,1,37896,Closed,,,,,,,,,,,,,,
297687,26522,26-09-2024,2024,0,27373,Closed,,,,,,,,,,,,,,
297690,26523,14-10-2022,2022,0,39158,Open,,,,,,,,,,,,,,
297767,26524,04-07-2022,2022,0,54301,Closed,,,,,,,,,,,,,,
297775,26525,14-07-2024,2024,0,257881,Closed,,,,,,,,,,,,,,
297790,26526,10-08-2023,2023,2,154977,Closed,,,,,,,,,,,,,,
297794,26527,23-07-2021,2021,2,85022,Open,,,,,,,,,,,,,,
297796,26528,22-02-2024,2024,1,135143,Closed,,,,,,,,,,,,,,
297872,26529,30-04-2025,2025,0,33864,Closed,,,,,,,,,,,,,,
297878,26530,07-09-2021,2021,2,91741,Closed,,,,,,,,,,,,,,
297886,26531,27-05-2020,2020,4,23924,Closed,,,,,,,,,,,,,,
297895,26532,17-06-2024,2024,1,55624,Closed,,,,,,,,,,,,,,
297899,26533,21-12-2018,2018,2,192512,Closed,,,,,,,,,,,,,,
297911,26534,14-01-2023,2023,1,62240,Open,,,,,,,,,,,,,,
297911,26535,08-11-2022,2022,2,16549,Open,,,,,,,,,,,,,,
297914,26536,19-01-2025,2025,0,64410,Closed,,,,,,,,,,,,,,
297919,26537,21-02-2024,2024,0,354581,Open,,,,,,,,,,,,,,
297930,26538,11-03-2022,2022,1,110308,Closed,,,,,,,,,,,,,,
297938,26539,04-07-2024,2024,0,54315,Open,,,,,,,,,,,,,,
297947,26540,19-12-2018,2018,6,123163,Closed,,,,,,,,,,,,,,
297979,26541,31-12-2020,2020,2,23444,Closed,,,,,,,,,,,,,,
298014,26542,15-06-2024,2024,1,102454,Open,,,,,,,,,,,,,,
298033,26543,15-05-2023,2023,2,194011,Closed,,,,,,,,,,,,,,
298035,26544,28-05-2022,2022,1,166592,Open,,,,,,,,,,,,,,
298059,26545,25-10-2019,2019,3,86405,Closed,,,,,,,,,,,,,,
298059,26546,30-09-2019,2019,6,5473,Closed,,,,,,,,,,,,,,
298075,26547,10-05-2021,2021,0,125713,Open,,,,,,,,,,,,,,
298082,26548,26-07-2018,2018,5,918012,Closed,,,,,,,,,,,,,,
298086,26549,30-03-2022,2022,0,60650,Closed,,,,,,,,,,,,,,
298092,26550,18-08-2022,2022,0,84759,Closed,,,,,,,,,,,,,,
298102,26551,01-04-2022,2022,2,74075,Open,,,,,,,,,,,,,,
298103,26552,04-01-2023,2023,1,28424,Open,,,,,,,,,,,,,,
298137,26553,02-11-2022,2022,1,168131,Closed,,,,,,,,,,,,,,
298137,26554,20-02-2022,2022,3,74405,Closed,,,,,,,,,,,,,,
298148,26555,28-01-2020,2020,4,595469,Closed,,,,,,,,,,,,,,
298149,26556,04-01-2021,2021,2,368263,Open,,,,,,,,,,,,,,
298150,26557,10-05-2023,2023,1,41868,Closed,,,,,,,,,,,,,,
298165,26558,31-12-2019,2019,6,218609,Closed,,,,,,,,,,,,,,
298165,26559,16-02-2019,2019,0,291652,Closed,,,,,,,,,,,,,,
298181,26560,09-07-2025,2025,0,591480,Open,,,,,,,,,,,,,,
298182,26561,12-07-2022,2022,2,111222,Closed,,,,,,,,,,,,,,
298212,26562,11-01-2022,2022,0,25885,Closed,,,,,,,,,,,,,,
298216,26563,20-08-2018,2018,1,16514,Closed,,,,,,,,,,,,,,
298236,26564,16-03-2020,2020,1,10161,Closed,,,,,,,,,,,,,,
298245,26565,26-12-2018,2018,7,72029,Closed,,,,,,,,,,,,,,
298258,26566,03-12-2020,2020,3,436296,Closed,,,,,,,,,,,,,,
298276,26567,01-09-2019,2019,0,20436,Closed,,,,,,,,,,,,,,
298279,26568,09-06-2025,2025,0,16353,Open,,,,,,,,,,,,,,
298280,26569,20-01-2022,2022,2,150520,Closed,,,,,,,,,,,,,,
298288,26570,24-03-2022,2022,2,142399,Open,,,,,,,,,,,,,,
298290,26571,18-06-2020,2020,0,62557,Closed,,,,,,,,,,,,,,
298290,26572,02-03-2020,2020,2,43320,Closed,,,,,,,,,,,,,,
298317,26573,22-09-2021,2021,0,24800,Closed,,,,,,,,,,,,,,
298327,26574,09-02-2021,2021,3,71771,Open,,,,,,,,,,,,,,
298328,26575,11-09-2022,2022,2,110058,Closed,,,,,,,,,,,,,,
298329,26576,26-09-2022,2022,3,70704,Closed,,,,,,,,,,,,,,
298355,26577,05-09-2021,2021,0,24390,Closed,,,,,,,,,,,,,,
298364,26578,07-06-2022,2022,1,61915,Closed,,,,,,,,,,,,,,
298371,26579,21-04-2022,2022,3,57306,Open,,,,,,,,,,,,,,
298382,26580,26-02-2022,2022,3,79861,Open,,,,,,,,,,,,,,
298398,26581,07-03-2023,2023,2,88227,Closed,,,,,,,,,,,,,,
298414,26582,22-07-2019,2019,0,137326,Closed,,,,,,,,,,,,,,
298420,26583,23-03-2023,2023,1,12365,Closed,,,,,,,,,,,,,,
298429,26584,03-10-2018,2018,6,103585,Closed,,,,,,,,,,,,,,
298430,26585,25-10-2019,2019,2,32628,Closed,,,,,,,,,,,,,,
298435,26586,20-01-2023,2023,0,1238399,Closed,,,,,,,,,,,,,,
298440,26587,06-07-2018,2018,5,57672,Closed,,,,,,,,,,,,,,
298447,26588,03-08-2019,2019,3,159486,Closed,,,,,,,,,,,,,,
298453,26589,18-05-2019,2019,3,67179,Closed,,,,,,,,,,,,,,
298463,26590,03-04-2023,2023,0,35453,Open,,,,,,,,,,,,,,
298489,26591,14-06-2025,2025,0,69165,Closed,,,,,,,,,,,,,,
298518,26592,19-10-2021,2021,3,576385,Closed,,,,,,,,,,,,,,
298530,26593,07-01-2019,2019,3,73796,Closed,,,,,,,,,,,,,,
298543,26594,29-01-2023,2023,0,15130,Open,,,,,,,,,,,,,,
298552,26595,19-11-2021,2021,2,51595,Closed,,,,,,,,,,,,,,
298559,26596,13-03-2025,2025,0,75102,Open,,,,,,,,,,,,,,
298569,26597,15-03-2025,2025,0,13411,Open,,,,,,,,,,,,,,
298592,26598,28-11-2021,2021,1,64932,Closed,,,,,,,,,,,,,,
298598,26599,05-06-2025,2025,0,32337,Open,,,,,,,,,,,,,,
298601,26600,20-01-2024,2024,1,35763,Closed,,,,,,,,,,,,,,
298617,26601,13-09-2019,2019,1,77439,Closed,,,,,,,,,,,,,,
298662,26602,12-03-2020,2020,3,294533,Closed,,,,,,,,,,,,,,
298684,26603,16-05-2020,2020,2,183776,Closed,,,,,,,,,,,,,,
298697,26604,01-03-2023,2023,0,33336,Closed,,,,,,,,,,,,,,
298698,26606,20-12-2018,2018,0,92637,Closed,,,,,,,,,,,,,,
298698,26605,08-10-2018,2018,5,78391,Closed,,,,,,,,,,,,,,
298722,26607,20-06-2018,2018,6,92804,Closed,,,,,,,,,,,,,,
