accident_year,development_year,paid_amount,case_reserve
2024,1.0,1798,0
2024,1.0,5622,59081
2024,1.0,4049,55032
2024,1.0,25808,29224
2024,1.0,3138,26086
2024,1.0,17487,8599
2020,0.0,18452,143725
2020,0.0,113695,30030
2020,0.0,30030,0
2022,3.0,41108,143021
2022,3.0,99652,43369
2021,1.0,1135,51932
2021,1.0,2021,49911
2021,1.0,18703,31208
2021,1.0,28798,2410
2021,1.0,1164,1246
2021,1.0,1246,0
2018,2.0,71276,0
2024,1.0,29779,66455
2024,1.0,13582,52873
2024,1.0,16557,36316
2024,1.0,11922,24394
2023,0.0,41336,199445
2023,0.0,31467,167978
2023,0.0,49674,118304
2023,0.0,13986,104318
2024,1.0,127,6131
2024,1.0,1032,5099
2024,1.0,64,5035
2024,1.0,190,4845
2024,1.0,332,4513
2024,1.0,24,4489
2018,6.0,36364,47243
2018,6.0,20352,26891
2018,6.0,19760,7131
2018,6.0,5236,1895
2018,6.0,1895,0
2023,0.0,46611,64740
2023,0.0,33148,31592
2023,0.0,31592,0
2021,0.0,5989,35483
2021,0.0,10849,24634
2021,0.0,5728,18906
2021,0.0,7896,11010
2021,0.0,3357,7653
2025,0.0,103193,425737
2025,0.0,37894,387843
2025,0.0,55709,332134
2025,0.0,25856,306278
2025,0.0,35273,271005
2022,2.0,66209,52169
2022,2.0,10919,41250
2022,2.0,41250,0
2021,4.0,3342,306688
2021,4.0,77328,229360
2019,2.0,2694,25894
2019,2.0,25894,0
2023,2.0,704,27075
2023,2.0,3754,23321
2023,2.0,4979,18342
2023,2.0,3590,14752
2023,2.0,3076,11676
2024,1.0,42756,46889
2024,1.0,19588,27301
2022,1.0,38238,291382
2022,1.0,3541,287841
2022,1.0,142066,145775
2022,1.0,145775,0
2019,5.0,22647,0
2023,2.0,37037,566
2023,2.0,566,0
2020,5.0,938,38601
2020,5.0,20720,17881
2020,5.0,17881,0
2020,3.0,16815,42815
2020,3.0,5739,37076
2020,3.0,37076,0
2020,4.0,34935,0
2019,0.0,16989,51052
2019,0.0,5107,45945
2019,0.0,4204,41741
2019,0.0,18692,23049
2019,0.0,23049,0
2024,1.0,4350,56722
2024,1.0,31457,25265
2024,1.0,1391,23874
2024,1.0,1939,21935
2024,1.0,3134,18801
2023,1.0,37886,94972
2023,1.0,77644,17328
2023,1.0,17328,0
2020,4.0,519,17500
2020,4.0,17500,0
2025,0.0,44920,48594
2025,0.0,8680,39914
2018,5.0,4623,7698
2018,5.0,3443,4255
2018,5.0,4255,0
2022,0.0,438050,146680
2022,0.0,146680,0
2024,0.0,18568,22445
2024,0.0,22445,0
2019,2.0,284713,0
2020,3.0,4645,11153
2020,3.0,2635,8518
2020,3.0,3237,5281
2020,3.0,1138,4143
2020,3.0,2102,2041
2020,3.0,2041,0
2025,0.0,8866,7777
2023,2.0,9751,2256
2020,3.0,168307,0
2018,7.0,7873,9251
2018,7.0,4877,4374
2018,7.0,4374,0
2018,6.0,966,14517
2018,6.0,5886,8631
2018,6.0,1610,7021
2018,6.0,1997,5024
2018,6.0,5024,0
2024,0.0,752,24681
2024,0.0,14268,10413
2024,0.0,10413,0
2018,1.0,19036,0
2025,0.0,1421,21517
2025,0.0,6213,15304
2025,0.0,4145,11159
2024,0.0,973,7550
2024,0.0,1354,6196
2024,0.0,1008,5188
2021,0.0,1025,165528
2021,0.0,15408,150120
2021,0.0,34349,115771
2021,0.0,17064,98707
2021,0.0,8588,90119
2021,2.0,44260,0
2020,2.0,4155,9372
2020,2.0,251,9121
2020,2.0,2967,6154
2020,2.0,4656,1498
2020,2.0,1498,0
2024,1.0,3917,28267
2024,1.0,2421,25846
2024,1.0,1063,24783
2019,4.0,54432,2032
2019,4.0,2032,0
2019,1.0,23984,0
2022,3.0,9532,216198
2022,3.0,10502,205696
2022,3.0,15209,190487
2022,3.0,180,190307
2022,3.0,27146,163161
2023,0.0,90703,32505
2022,1.0,40905,64737
2022,1.0,51273,13464
2022,1.0,13464,0
2020,2.0,51612,87392
2020,2.0,11585,75807
2020,2.0,19594,56213
2020,2.0,49565,6648
2020,2.0,6648,0
2021,2.0,149,61381
2021,2.0,33948,27433
2021,2.0,14234,13199
2021,2.0,6306,6893
2021,2.0,6893,0
2019,0.0,964,159897
2019,0.0,159897,0
2023,1.0,34781,265198
2023,1.0,127899,137299
2023,1.0,5873,131426
2022,1.0,845,27262
2022,1.0,209,27053
2022,1.0,6489,20564
2022,1.0,5572,14992
2022,1.0,5682,9310
2022,1.0,9310,0
2022,3.0,5050,31514
2022,3.0,131,31383
2022,3.0,9431,21952
2022,3.0,3071,18881
2022,3.0,4044,14837
2022,3.0,9686,5151
2020,3.0,2889,7514
2020,3.0,6724,790
2020,3.0,790,0
2023,1.0,6866,52874
2023,1.0,45146,7728
2023,1.0,7728,0
2024,1.0,83671,91466
2024,1.0,91466,0
2021,4.0,36281,120824
2021,4.0,14358,106466
2021,4.0,11754,94712
2021,4.0,17956,76756
2021,4.0,76756,0
2025,0.0,4204,273753
2025,0.0,36362,237391
2025,0.0,39318,198073
2025,0.0,94879,103194
2025,0.0,73266,29928
2019,6.0,34844,138851
2019,6.0,92662,46189
2019,6.0,16659,29530
2019,6.0,27570,1960
2019,6.0,1960,0
2023,2.0,4973,48762
2023,2.0,2590,46172
2023,2.0,4778,41394
2023,2.0,4830,36564
2023,2.0,17309,19255
2022,3.0,13707,2162
2022,3.0,1802,360
2022,3.0,360,0
2024,1.0,190554,293021
2024,1.0,48177,244844
2024,1.0,244844,0
2024,0.0,828,47780
2024,0.0,9825,37955
2024,0.0,1036,36919
2024,0.0,6932,29987
2024,0.0,6647,23340
2024,1.0,5388,18456
2024,1.0,276,18180
2024,1.0,2599,15581
2024,1.0,936,14645
2024,1.0,2844,11801
2020,0.0,100014,0
2022,2.0,23779,12686
2022,3.0,21669,82004
2022,3.0,30460,51544
2023,2.0,45197,25513
2022,0.0,6730,13827
2022,0.0,3179,10648
2022,0.0,2360,8288
2022,0.0,2889,5399
2022,0.0,4472,927
2022,0.0,927,0
2023,2.0,2495,6284
2023,2.0,1618,4666
2023,2.0,4666,0
2025,0.0,31609,11192
2025,0.0,1912,9280
2025,0.0,3870,5410
2025,0.0,1892,3518
2025,0.0,3518,0
2019,1.0,22817,93572
2019,1.0,37725,55847
2019,1.0,51989,3858
2019,1.0,3858,0
2019,4.0,4644,32280
2019,4.0,32280,0
2023,1.0,121385,84651
2023,1.0,24124,60527
2023,1.0,60527,0
2024,1.0,56112,0
2025,0.0,2730,40452
2025,0.0,19392,21060
2025,0.0,1405,19655
2022,1.0,19895,0
2023,0.0,50684,0
2020,4.0,18667,66078
2020,4.0,13623,52455
2020,4.0,20514,31941
2020,4.0,25148,6793
2020,4.0,6793,0
2020,5.0,39468,166107
2020,5.0,27214,138893
2020,5.0,65536,73357
2020,5.0,73357,0
2022,0.0,32458,0
2023,1.0,50850,94530
2023,1.0,10113,37296
2023,1.0,12030,25266
2023,1.0,6440,18826
2023,1.0,13243,5583
2023,1.0,1879,3704
2023,1.0,3704,0
2024,0.0,23223,132340
2024,0.0,43072,89268
2024,0.0,44455,44813
2024,0.0,16989,27824
2024,0.0,952,26872
2024,0.0,26872,0
2020,4.0,257103,0
2024,0.0,8034,34666
2024,0.0,7318,27348
2024,0.0,13386,13962
2023,1.0,6152,47344
2023,1.0,7872,39472
2023,1.0,1353,38119
2025,0.0,101820,61056
2025,0.0,22097,38959
2024,0.0,10661,19291
2024,0.0,14905,4386
2024,0.0,13870,522563
2024,0.0,76007,446556
2024,0.0,29213,417343
2024,1.0,16426,12514
2024,1.0,3019,9495
2024,1.0,8135,1360
2024,1.0,1360,0
2024,0.0,10176,2312
2024,0.0,2312,0
2021,4.0,18920,16907
2018,3.0,157929,481016
2018,3.0,85766,395250
2018,3.0,395250,0
2024,1.0,14092,24922
2024,1.0,153,24769
2024,1.0,8495,16274
2024,1.0,9420,6854
2024,1.0,3950,2904
2024,1.0,2904,0
2024,0.0,3766,20941
2024,0.0,4705,16236
2024,1.0,9759,44247
2024,1.0,5333,38914
2024,1.0,5535,161089
2024,1.0,7704,153385
2024,1.0,1102,152283
2024,1.0,43872,108411
2024,1.0,3006,105405
2018,5.0,24999,26506
2018,5.0,6769,19737
2018,5.0,19737,0
2024,0.0,1271,7525
2024,0.0,3448,4077
2024,0.0,2335,1742
2021,0.0,19354,381390
2021,0.0,27538,353852
2021,0.0,21798,332054
2021,0.0,44762,287292
2019,1.0,15591,0
2021,3.0,50373,0
2024,0.0,141153,154123
2024,0.0,38756,115367
2024,0.0,32514,82853
2024,0.0,1622,81231
2024,0.0,10854,70377
2024,0.0,70377,0
2021,1.0,19041,52837
2025,0.0,2854,9857
2025,0.0,3952,5905
2023,1.0,5669,77174
2023,1.0,5406,71768
2023,1.0,17019,54749
2023,1.0,2192,52557
2022,1.0,23826,54370
2022,1.0,5572,48798
2022,1.0,17615,31183
2022,1.0,27038,4145
2022,1.0,4145,0
2020,2.0,1816,22204
2020,2.0,9087,13117
2020,2.0,2873,10244
2022,0.0,79137,34765
2022,0.0,13839,20926
2022,0.0,20926,0
2024,1.0,4512,87822
2024,1.0,10909,76913
2024,1.0,11310,65603
2024,1.0,3803,61800
2024,1.0,5546,56254
2024,1.0,4124,52130
2021,1.0,128939,0
2019,5.0,90281,192405
2019,5.0,16839,175566
2019,5.0,175566,0
2022,0.0,22564,35194
2020,4.0,8146,370863
2020,4.0,156992,213871
2020,4.0,213871,0
2020,5.0,12333,228601
2020,5.0,54814,173787
2020,5.0,53209,120578
2020,5.0,2009,118569
2020,5.0,86478,32091
2020,5.0,32091,0
2023,0.0,17484,84764
2023,0.0,15840,68924
2023,0.0,21555,47369
2023,0.0,3297,44072
2023,0.0,14874,29198
2023,0.0,29198,0
2025,0.0,578,16732
2025,0.0,2334,14398
2025,0.0,1759,12639
2019,6.0,1970,28481
2019,6.0,18856,9625
2019,6.0,440,9185
2019,6.0,9185,0
2022,0.0,260678,0
2025,0.0,12442,65406
2025,0.0,35739,29667
2018,0.0,18496,24958
2018,0.0,1358,23600
2018,0.0,15992,7608
2018,0.0,7608,0
2022,0.0,18881,141438
2022,0.0,17633,123805
2022,0.0,8522,115283
2022,0.0,25838,89445
2019,4.0,25023,40437
2019,4.0,40437,0
2022,3.0,3672,12512
2022,3.0,1162,11350
2022,3.0,817,10533
2022,3.0,10533,0
2019,4.0,6663,76234
2019,4.0,14954,61280
2019,4.0,29767,31513
2019,4.0,10758,20755
2019,4.0,20755,0
2020,2.0,15774,107883
2020,2.0,107883,0
2019,2.0,118836,630684
2019,2.0,160158,470526
2019,2.0,121618,348908
2019,2.0,147487,201421
2019,2.0,201421,0
2023,2.0,49891,73254
2023,2.0,22258,50996
2023,2.0,23742,27254
2023,2.0,3262,23992
2021,1.0,6665,8372
2021,1.0,3303,5069
2020,4.0,11557,111731
2020,4.0,11254,100477
2020,4.0,15706,84771
2020,4.0,14126,70645
2019,3.0,11480,30761
2019,3.0,15551,15210
2019,3.0,15210,0
2024,1.0,11935,33124
2024,1.0,13961,19163
2024,1.0,3053,16110
2024,1.0,9805,6305
2024,1.0,4324,1981
2024,1.0,1981,0
2024,1.0,9232,98647
2024,1.0,2151,96496
2024,1.0,15622,80874
2024,1.0,11584,69290
2024,0.0,368,71717
2024,0.0,21331,50386
2024,0.0,42102,8284
2025,0.0,1488,43034
2025,0.0,98,42936
2025,0.0,14964,27972
2025,0.0,43,27929
2025,0.0,345,27584
2025,0.0,2979,24605
2023,1.0,42275,30979
2020,3.0,2874,29747
2020,3.0,29747,0
2021,0.0,510533,0
2025,0.0,41973,0
2023,2.0,397162,630098
2023,2.0,129709,500389
2023,2.0,500389,0
2021,0.0,3892,63611
2021,0.0,3930,59681
2021,0.0,4818,54863
2021,0.0,13832,41031
2024,0.0,4016,31579
2024,0.0,8988,22591
2024,0.0,5899,16692
2022,2.0,5973,68302
2022,2.0,2404,65898
2022,2.0,4167,61731
2022,2.0,18834,42897
2022,2.0,12442,30455
2022,2.0,14903,15552
2024,0.0,106234,0
2019,5.0,3135,4085
2019,5.0,4085,0
2023,2.0,12769,234212
2023,2.0,65429,168783
2023,2.0,25634,143149
2019,3.0,14292,16478
2019,3.0,16478,0
2024,1.0,5321,112091
2024,1.0,23235,88856
2024,1.0,40659,48197
2023,2.0,8410,89382
2023,2.0,11028,78354
2023,2.0,1590,76764
2023,2.0,14287,62477
2023,2.0,2975,59502
2021,2.0,5118,1721
2021,2.0,251,1470
2021,2.0,1470,0
2021,2.0,68414,103712
2023,0.0,3805,160707
2023,0.0,12888,147819
2023,0.0,884,146935
2023,0.0,7011,139924
2023,0.0,14629,125295
2024,1.0,230622,261148
2023,0.0,2639,6012
2023,0.0,423,5589
2023,0.0,3385,2204
2023,0.0,2204,0
2020,1.0,25706,80128
2020,1.0,78768,1360
2020,1.0,1360,0
2020,0.0,73025,42491
2020,0.0,399,42092
2020,0.0,21246,20846
2020,0.0,20846,0
2020,0.0,1104,12492
2020,0.0,12492,0
2025,0.0,413,30031
2025,0.0,6947,23084
2025,0.0,952,22132
2025,0.0,50,22082
2025,0.0,2897,19185
2022,0.0,564,5648
2022,0.0,2674,2974
2022,0.0,2974,0
2023,2.0,231,83878
2023,2.0,3838,80040
2023,2.0,10013,70027
2023,2.0,41612,28415
2023,2.0,9122,19293
2023,2.0,9247,10046
2022,1.0,718645,0
2019,6.0,14553,169526
2019,6.0,82390,87136
2019,6.0,34924,52212
2019,6.0,18097,34115
2019,6.0,13408,20707
2019,6.0,20707,0
2022,1.0,26266,37780
2022,1.0,7674,30106
2022,1.0,30106,0
2018,2.0,18603,55622
2018,2.0,23822,31800
2018,2.0,31800,0
2023,1.0,20546,142949
2023,1.0,29568,113381
2023,1.0,7177,106204
2021,3.0,4629,28729
2021,3.0,4712,24017
2021,3.0,19052,4965
2021,3.0,4418,547
2021,3.0,547,0
2020,3.0,120578,0
2019,1.0,1740,6442
2019,1.0,6442,0
2022,2.0,607622,97438
2024,1.0,1484,47846
2024,1.0,8060,39786
2024,1.0,766,39020
2024,1.0,1724,37296
2024,1.0,5582,31714
2024,1.0,2336,29378
2025,0.0,55495,196066
2025,0.0,5413,190653
2025,0.0,28878,161775
2025,0.0,101155,60620
2025,0.0,60620,0
2019,6.0,11001,6642
2019,6.0,6642,0
2021,0.0,7661,5739
2021,0.0,5739,0
2019,1.0,77847,0
2023,0.0,45728,71134
2023,0.0,1313,69821
2023,0.0,870,68951
2023,0.0,14766,54185
2022,0.0,70649,41727
2022,0.0,4496,37231
2022,0.0,37231,0
2023,0.0,16954,189439
2023,0.0,68581,120858
2023,0.0,7688,113170
2023,0.0,93654,19516
2023,0.0,19516,0
2024,0.0,6538,14538
2024,0.0,2790,11748
2024,0.0,7865,3883
2024,0.0,3883,0
2020,1.0,72901,22195
2020,1.0,10896,11299
2020,1.0,11299,0
2022,2.0,22032,43667
2022,2.0,43667,0
2021,3.0,1625,16567
2021,3.0,16567,0
2019,2.0,980,4065
2019,2.0,994,3071
2019,2.0,221,2850
2019,2.0,568,2282
2019,2.0,1013,1269
2019,2.0,145,1124
2022,3.0,1578,19779
2022,3.0,1667,18112
2022,3.0,2911,15201
2022,3.0,2418,12783
2022,3.0,8724,4059
2022,3.0,4059,0
2019,5.0,3698,67942
2019,5.0,26147,41795
2019,5.0,1483,40312
2019,5.0,17241,23071
2019,5.0,23071,0
2019,1.0,2828,33547
2019,1.0,2362,31185
2019,1.0,16937,14248
2019,1.0,3741,10507
2019,1.0,10507,0
2020,1.0,67910,0
2022,3.0,3113,41710
2022,3.0,2667,39043
2022,3.0,6360,32683
2022,3.0,1403,31280
2022,3.0,28990,2290
2022,3.0,2290,0
2022,3.0,8452,44917
2022,3.0,887,44030
2022,3.0,15894,28136
2022,3.0,12815,15321
2022,3.0,4986,10335
2018,7.0,10545,17681
2018,7.0,8608,9073
2018,7.0,9073,0
2019,6.0,215023,274096
2019,6.0,274096,0
2024,0.0,12995,223773
2024,0.0,19417,204356
2024,0.0,44659,159697
2024,0.0,100331,59366
2024,0.0,29646,29720
2022,2.0,2438,10365
2022,2.0,900,9465
2018,2.0,8977,48210
2018,2.0,9066,39144
2018,2.0,30009,9135
2018,2.0,7740,1395
2018,2.0,1395,0
2024,1.0,50148,121016
2024,1.0,33614,87402
2024,1.0,52039,35363
2024,1.0,17863,17500
2025,0.0,1224,9694
2025,0.0,33,9661
2025,0.0,6057,3604
2021,0.0,1415,23446
2021,0.0,4894,18552
2021,0.0,11189,7363
2021,0.0,7363,0
2020,5.0,8910,0
2020,3.0,35511,192792
2020,3.0,2570,190222
2020,3.0,99886,90336
2020,3.0,37756,52580
2020,3.0,51295,1285
2020,3.0,1285,0
2020,3.0,34219,83933
2020,3.0,46341,37592
2020,3.0,37592,0
2024,0.0,16471,241450
2024,0.0,25145,216305
2024,0.0,19213,197092
2024,0.0,99194,97898
2024,0.0,48681,49217
2024,0.0,20360,28857
2022,0.0,1954,5289
2022,0.0,5289,0
2023,2.0,34778,258738
2023,2.0,87049,171689
2023,2.0,97810,73879
2019,2.0,483,11175
2019,2.0,471,10704
2019,2.0,854,9850
2019,2.0,741,9109
2019,2.0,9109,0
2021,3.0,41118,27738
2021,3.0,12274,15464
2021,3.0,15464,0
2025,0.0,51732,49609
2025,0.0,6096,43513
2025,0.0,5660,37853
2025,0.0,12859,24994
2019,5.0,62725,0
2023,2.0,6348,33608
2023,2.0,10774,22834
2023,2.0,16313,6521
2023,2.0,6521,0
2021,3.0,6163,81133
2021,3.0,35592,45541
2021,3.0,38227,7314
2021,3.0,7314,0
2025,0.0,44229,182994
2025,0.0,36389,146605
2025,0.0,126446,20159
2025,0.0,20159,0
2020,5.0,55812,0
2020,2.0,497,21650
2020,2.0,3558,18092
2020,2.0,1604,16488
2020,2.0,2795,13693
2020,2.0,13449,244
2020,2.0,244,0
2022,0.0,1010,87480
2022,0.0,18738,68742
2022,0.0,2352,66390
2022,0.0,23594,42796
2022,0.0,2030,40766
2022,0.0,2101,38665
2021,2.0,19776,51433
2021,2.0,1986,49447
2021,2.0,21473,27974
2021,2.0,27974,0
2020,4.0,52710,0
2023,2.0,4989,120007
2023,2.0,2966,117041
2023,2.0,37456,79585
2023,2.0,30161,49424
2023,2.0,11632,37792
2023,2.0,37792,0
2023,1.0,37052,142532
2023,1.0,23975,118557
2023,1.0,23728,94829
2021,0.0,1802,18957
2021,0.0,2321,16636
2021,0.0,276,16360
2021,0.0,3284,13076
2021,0.0,366,12710
2021,0.0,457,12253
2024,1.0,3900,22077
2024,1.0,1701,20376
2024,1.0,1487,18889
2024,1.0,9622,9267
2021,0.0,131559,0
2021,2.0,91158,628950
2021,2.0,135204,493746
2021,2.0,258485,235261
2021,2.0,235261,0
2019,0.0,22349,0
2021,4.0,83,47910
2021,4.0,31598,16312
2021,4.0,2335,13977
2021,4.0,13977,0
2019,2.0,4394,79859
2019,2.0,62112,17747
2019,2.0,17747,0
2023,2.0,24738,55201
2023,2.0,6543,48658
2018,7.0,18990,49207
2018,7.0,13935,35272
2018,7.0,11382,23890
2018,7.0,2155,21735
2018,7.0,2816,18919
2018,7.0,18919,0
2021,4.0,38,4730
2021,4.0,177,4553
2021,4.0,56,4497
2021,4.0,672,3825
2021,4.0,392,3433
2021,4.0,416,3017
2023,0.0,303544,0
2022,0.0,1130,8510
2022,0.0,540,7970
2022,0.0,948,7022
2022,0.0,4888,2134
2022,0.0,2134,0
2020,4.0,7255,117734
2020,4.0,7200,110534
2020,4.0,21721,88813
2021,2.0,22697,41118
2021,2.0,21801,19317
2021,2.0,19317,0
2023,0.0,149318,0
2018,3.0,31148,0
2023,2.0,23804,23516
2023,2.0,1827,21689
2023,2.0,4497,17192
2023,2.0,409,16783
2023,2.0,12812,3971
2023,2.0,3971,0
2023,0.0,5104,24094
2023,0.0,402,23692
2023,0.0,25,23667
2023,0.0,4244,19423
2023,0.0,13007,6416
2024,0.0,2922,38226
2024,0.0,13725,24501
2024,0.0,7419,17082
2024,1.0,2328,14806
2024,1.0,859,13947
2024,1.0,669,13278
2023,1.0,43519,14425
2020,0.0,1386,56687
2020,0.0,24362,32325
2020,0.0,16398,15927
2020,0.0,10798,5129
2020,0.0,5129,0
2024,1.0,24828,14237
2023,0.0,16715,29710
2023,0.0,29710,0
2024,1.0,19436,13843
2024,1.0,6371,7472
2022,1.0,28645,48453
2022,1.0,48453,0
2023,0.0,136114,0
2024,0.0,1086,249109
2024,0.0,523,248586
2024,0.0,1320,247266
2024,0.0,64149,183117
2024,0.0,22900,160217
2024,0.0,37582,122635
2022,3.0,362,18964
2022,3.0,150,18814
2022,3.0,1415,17399
2022,3.0,1902,15497
2022,3.0,1565,13932
2022,3.0,2130,11802
2021,3.0,19189,47752
2021,3.0,30124,17628
2021,0.0,86225,60081
2021,0.0,39654,20427
2021,0.0,20427,0
2018,0.0,51525,217840
2018,0.0,217840,0
2023,0.0,25913,0
2023,0.0,43713,0
2018,1.0,63647,95387
2018,1.0,64052,31335
2020,4.0,726,6042
2020,4.0,58,5984
2020,4.0,1948,4036
2020,4.0,292,3744
2025,0.0,3959,11852
2025,0.0,3651,8201
2018,4.0,9003,214383
2018,4.0,23658,190725
2018,4.0,30576,160149
2018,4.0,24430,135719
2018,4.0,86007,49712
2019,3.0,9008,150437
2019,3.0,22712,127725
2019,3.0,20025,107700
2019,3.0,107700,0
2021,2.0,49722,86260
2021,2.0,86260,0
2024,1.0,306,82061
2024,1.0,10773,71288
2024,1.0,3747,67541
2024,1.0,6105,61436
2024,1.0,6217,55219
2024,1.0,2331,52888
2024,1.0,2023,70814
2024,1.0,5589,65225
2024,1.0,3232,61993
2024,1.0,1353,60640
2024,1.0,1221,59419
2024,1.0,1194,58225
2021,4.0,29829,34982
2021,4.0,26767,8215
2021,4.0,4952,3263
2021,4.0,1497,1766
2021,4.0,1766,0
2023,0.0,7123,6105
2023,0.0,2722,3383
2023,0.0,3383,0
2024,1.0,82280,178044
2024,1.0,82504,95540
2024,1.0,47734,47806
2024,1.0,16126,31680
2024,1.0,31680,0
2024,1.0,1527,26661
2024,1.0,294,26367
2024,1.0,416,25951
2024,1.0,1294,24657
2024,1.0,5751,18906
2021,1.0,15538,415671
2021,1.0,16334,399337
2021,1.0,212644,186693
2021,1.0,186693,0
2018,7.0,10642,30731
2018,7.0,30731,0
2025,0.0,5487,54664
2025,0.0,3814,50850
2025,0.0,6303,44547
2025,0.0,567,43980
2024,0.0,775,18490
2024,0.0,89,18401
2024,0.0,1957,16444
2024,0.0,523,15921
2024,0.0,2305,13616
2024,1.0,12757,20463
2024,1.0,1594,18869
2024,1.0,1021,17848
2024,1.0,17848,0
2018,7.0,37356,0
2019,2.0,101013,120147
2019,2.0,104829,15318
2019,2.0,15318,0
2024,1.0,278,26134
2024,1.0,7716,18418
2024,1.0,2997,15421
2024,1.0,814,14607
2024,1.0,1507,13100
2023,2.0,27436,0
2020,1.0,694,15160
2020,1.0,1205,13955
2020,1.0,2098,11857
2020,1.0,7373,4484
2020,1.0,3488,996
2020,1.0,996,0
2020,2.0,3407,13043
2020,2.0,3628,9415
2020,2.0,9415,0
2020,5.0,437978,0
2018,1.0,259034,0
2018,6.0,17010,0
2023,0.0,7489,31879
2023,0.0,5722,26157
2023,0.0,4109,22048
2021,2.0,46438,229538
2021,2.0,4675,224863
2021,2.0,71071,153792
2021,2.0,153792,0
2022,2.0,2557,16787
2022,2.0,8607,8180
2022,2.0,8180,0
2020,5.0,89960,0
2024,0.0,54,1948
2024,0.0,57,1891
2024,0.0,380,1511
2024,0.0,88,1423
2021,4.0,135309,0
2022,3.0,281659,612507
2022,3.0,198656,413851
2022,3.0,43754,370097
2022,3.0,228295,141802
2020,5.0,15345,160614
2020,5.0,23060,137554
2020,5.0,35959,101595
2020,5.0,90670,10925
2020,5.0,10925,0
2020,0.0,8625,14052
2020,0.0,6696,7356
2020,0.0,3641,3715
2020,0.0,2018,1697
2020,0.0,1697,0
2018,0.0,8832,141362
2018,0.0,30763,110599
2018,0.0,43059,67540
2018,0.0,24000,43540
2020,0.0,73635,0
2021,1.0,5860,156333
2021,1.0,156333,0
2024,0.0,3289,6107
2024,0.0,2287,3820
2024,0.0,794,3026
2024,0.0,3026,0
2025,0.0,2624,4663
2025,0.0,543,4120
2025,0.0,1082,3038
2025,0.0,730,2308
2025,0.0,941,1367
2021,3.0,7451,44993
2021,3.0,5690,39303
2021,3.0,3956,35347
2021,3.0,23498,11849
2021,3.0,11849,0
2023,0.0,157977,0
2023,0.0,47119,0
2019,6.0,6,79636
2019,6.0,79636,0
2019,1.0,29016,54564
2019,1.0,3629,50935
2019,1.0,3317,47618
2019,1.0,29456,18162
2019,1.0,6543,11619
2019,1.0,11619,0
2020,4.0,1890,24599
2020,4.0,12993,11606
2020,4.0,11606,0
2023,2.0,54398,51360
2023,2.0,49759,1601
2023,2.0,1601,0
2021,4.0,2979,16214
2021,4.0,4466,11748
2021,4.0,880,10868
2021,4.0,496,10372
2021,4.0,794,9578
2021,0.0,9396,58814
2021,0.0,31296,27518
2021,0.0,27518,0
2023,1.0,321,51880
2023,1.0,9036,42844
2023,1.0,6462,36382
2023,1.0,34131,2251
2023,1.0,2251,0
2019,3.0,89636,0
2021,1.0,37061,22584
2021,1.0,22584,0
2019,5.0,6280,13878
2019,5.0,6130,7748
2019,5.0,3571,4177
2019,5.0,2740,1437
2019,5.0,1437,0
2023,0.0,86757,69619
2023,0.0,297,5409
2023,0.0,130,5279
2023,0.0,68,5211
2023,0.0,1172,4039
2023,0.0,750,3289
2023,0.0,460,2829
2020,0.0,15466,164495
2020,0.0,12033,152462
2020,0.0,71404,81058
2020,0.0,31985,49073
2020,0.0,16502,32571
2020,0.0,32571,0
2020,0.0,10145,47016
2020,0.0,13825,33191
2020,0.0,1370,31821
2020,0.0,13486,18335
2020,0.0,18335,0
2021,2.0,355,18304
2021,2.0,10480,7824
2021,2.0,3988,3836
2021,2.0,2772,1064
2021,2.0,1064,0
2020,5.0,13852,112183
2020,5.0,4694,107489
2020,5.0,46164,61325
2020,5.0,12011,49314
2020,5.0,21023,28291
2023,2.0,57624,8120
2020,3.0,26629,27991
2020,3.0,18297,9694
2022,2.0,995,22530
2022,2.0,5815,16715
2022,2.0,1518,15197
2022,2.0,1405,13792
2022,2.0,10330,3462
2022,2.0,3462,0
2019,4.0,8260,14203
2019,4.0,9477,4726
2019,4.0,4726,0
2019,6.0,857,6103
2019,6.0,1863,4240
2019,6.0,557,3683
2019,6.0,1689,1994
2019,6.0,1805,189
2019,6.0,189,0
2022,3.0,435355,943805
2022,3.0,66208,877597
2022,3.0,138949,738648
2022,3.0,738648,0
2021,0.0,43881,16807
2021,0.0,3192,13615
2021,0.0,2390,11225
2018,5.0,707,87634
2018,5.0,36285,51349
2018,5.0,26856,24493
2018,5.0,5250,19243
2018,5.0,12964,6279
2018,5.0,6279,0
2019,6.0,11247,130986
2019,6.0,1619,129367
2019,6.0,2809,126558
2019,6.0,28931,97627
2020,3.0,57420,107533
2020,3.0,20380,87153
2020,3.0,20584,66569
2020,3.0,12848,53721
2020,3.0,39865,13856
2020,3.0,13856,0
2024,0.0,857,44795
2024,0.0,8029,36766
2024,0.0,22133,14633
2024,0.0,14633,0
2024,0.0,2215,7682
2024,0.0,725,6957
2024,0.0,3287,3670
2024,0.0,2939,731
2024,0.0,671,60
2024,0.0,60,0
2024,1.0,31384,84085
2024,1.0,60175,23910
2018,6.0,13532,0
2021,0.0,4158,23035
2021,0.0,2989,20046
2021,0.0,2659,17387
2021,0.0,4279,13108
2021,0.0,3443,9665
2021,0.0,9665,0
2025,0.0,4559,70658
2025,0.0,28170,42488
2025,0.0,15169,27319
2025,0.0,1388,25931
2025,0.0,2334,111698
2025,0.0,12141,99557
