policy_id,claim_id,accident_date,claim_amount,vehicle_age,region,channel,sum_insured
196048,17454.0,2023-03-16,364214.0,1,North,Direct,877400
196056,17455.0,2022-10-23,807975.0,4,West,Broker,2063800
196059,17456.0,2021-11-08,95039.0,13,East,Agent,840200
196078,17457.0,2023-02-26,238437.0,5,Central,Agent,997700
196086,17458.0,2019-09-02,139820.0,8,North,Agent,1218800
196090,17459.0,2024-12-28,39649.0,10,North,Agent,1009400
196096,17460.0,2021-04-05,68175.0,3,South,Online,953400
196099,17461.0,2020-08-10,96328.0,10,North,Agent,646400
196102,17462.0,2022-01-01,169609.0,2,South,Broker,1231200
196103,17463.0,2022-09-25,671089.0,10,South,Online,925200
196109,17464.0,2024-10-15,27704.0,14,South,Agent,551900
196115,17465.0,2018-05-24,205943.0,13,East,Agent,914500
196117,17466.0,2022-03-08,24758.0,12,West,Online,821400
196129,17467.0,2019-10-31,524430.0,10,South,Bancassurance,2278600
196137,17468.0,2020-10-22,8390.0,13,North,Agent,553400
196139,17469.0,2019-06-24,18149.0,15,North,Agent,353400
196170,17470.0,2021-07-31,143137.0,5,West,Agent,474300
196180,17471.0,2021-09-24,41702.0,14,West,Broker,906000
196191,17472.0,2018-05-18,566279.0,1,West,Online,1445300
196193,17473.0,2020-10-25,206357.0,9,South,Agent,492700
196220,17474.0,2020-11-10,81934.0,13,North,Agent,1145800
196232,17475.0,2023-08-27,402408.0,4,South,Online,1742800
196284,17476.0,2021-07-30,180854.0,14,North,Agent,508700
196289,17477.0,2022-06-03,84270.0,9,North,Online,1074000
196295,17479.0,2018-04-12,111192.0,14,South,Online,372800
196309,17480.0,2025-04-11,58802.0,5,West,Agent,1207400
196314,17481.0,2023-07-25,67504.0,4,North,Online,1315200
196353,17483.0,2025-05-10,168902.0,9,East,Direct,2180400
196357,17484.0,2019-10-02,55548.0,5,South,Agent,980500
196362,17485.0,2021-08-17,20236.0,1,North,Agent,679800
196386,17486.0,2025-07-30,55986.0,8,West,Agent,1017200
196411,17487.0,2024-03-18,107247.0,9,West,Bancassurance,760300
196414,17488.0,2021-03-27,33387.0,6,West,Direct,458200
196432,17489.0,2025-08-25,98947.0,0,South,Online,292100
196435,17490.0,2019-06-18,175021.0,0,Central,Bancassurance,1020600
196472,17491.0,2023-01-24,188212.0,2,West,Online,1888300
196497,17493.0,2021-03-22,84061.0,3,South,Broker,620900
196520,17494.0,2018-07-23,155511.0,7,West,Agent,704800
196529,17495.0,2025-01-26,58173.0,2,Central,Bancassurance,860500
196529,17496.0,2025-02-10,130640.0,2,Central,Bancassurance,860500
196534,17497.0,2020-09-17,39105.0,2,East,Broker,1332100
196544,17498.0,2025-01-24,83145.0,12,Central,Broker,1595300
196550,17499.0,2022-01-18,52455.0,10,Central,Online,1439800
196565,17500.0,2021-09-24,167915.0,12,East,Agent,418700
196572,17501.0,2023-12-06,74752.0,13,North,Direct,1485900
196576,17502.0,2020-11-24,89103.0,0,West,Broker,1362700
196584,17503.0,2024-10-25,9353.0,15,West,Agent,622900
196610,17504.0,2020-07-26,1165512.0,5,South,Direct,3062100
196653,17505.0,2024-11-19,277928.0,9,South,Online,780800
196668,17506.0,2021-09-18,106095.0,10,East,Agent,1118700
196670,17507.0,2024-12-24,285931.0,15,Central,Online,1274500
196674,17508.0,2021-02-23,99571.0,5,East,Agent,415000
196674,17509.0,2021-02-23,35144.0,5,East,Agent,415000
196677,17510.0,2019-03-29,48215.0,12,East,Broker,1347400
196697,17513.0,2024-03-16,115253.0,14,South,Agent,639300
196702,17514.0,2018-06-19,14055.0,12,South,Broker,263000
196705,17515.0,2024-08-18,14569.0,13,South,Broker,355300
196713,17516.0,2020-02-13,56317.0,0,North,Online,719700
196719,17517.0,2021-05-12,199073.0,3,West,Online,820800
196741,17518.0,2024-05-31,2141.0,14,South,Agent,600000
196746,17519.0,2023-07-10,68050.0,15,North,Agent,471800
196768,17520.0,2019-05-17,86998.0,14,South,Agent,898400
196778,17521.0,2021-07-11,79620.0,15,North,Bancassurance,408100
196805,17522.0,2019-07-08,50656.0,13,North,Agent,678800
196810,17523.0,2023-05-06,41497.0,5,North,Broker,607500
196829,17524.0,2022-06-08,15802.0,5,Central,Agent,513300
196838,17525.0,2018-12-04,38321.0,8,Central,Online,543600
196843,17526.0,2021-05-13,169202.0,7,West,Agent,560400
196862,17528.0,2023-03-16,57061.0,14,East,Online,1346600
196893,17529.0,2024-08-20,981810.0,8,North,Online,1090900
196901,17530.0,2019-04-21,91539.0,4,North,Broker,1075900
196914,17531.0,2019-04-14,65274.0,1,West,Agent,380100
196921,17532.0,2024-12-11,7446.0,2,South,Agent,935700
196930,17533.0,2025-05-13,50332.0,15,North,Broker,737400
196938,17534.0,2021-12-08,64094.0,3,East,Online,925900
196946,17535.0,2018-10-07,746277.0,0,West,Online,2540100
196948,17536.0,2025-09-15,51655.0,1,Central,Online,491900
196952,17537.0,2023-03-03,213317.0,14,North,Agent,1137200
196957,17538.0,2022-02-25,32639.0,10,West,Agent,364800
196957,17539.0,2021-09-16,168756.0,10,West,Agent,364800
196987,17540.0,2023-06-21,218565.0,13,North,Online,1919700
196993,17541.0,2022-06-27,43855.0,1,West,Agent,388600
197003,17542.0,2018-08-23,169290.0,14,South,Agent,1128600
197004,17543.0,2022-01-30,74071.0,10,East,Agent,486400
197008,17544.0,2021-01-02,169742.0,15,West,Agent,876400
197020,17545.0,2022-06-13,15980.0,4,North,Agent,501900
197022,17546.0,2021-02-21,50496.0,5,North,Online,649200
197023,17547.0,2023-02-15,139176.0,13,West,Direct,1669100
197034,17548.0,2023-01-18,124473.0,5,West,Online,442900
197037,17549.0,2024-09-13,132064.0,4,North,Direct,861700
197045,17550.0,2024-12-30,26233.0,11,South,Broker,491400
197046,17551.0,2023-08-19,107893.0,3,South,Online,498500
197059,17552.0,2021-07-02,10745.0,13,Central,Online,477700
197076,17553.0,2020-11-25,300536.0,7,West,Agent,1352100
197112,17556.0,2023-06-09,30452.0,7,North,Agent,428500
197116,17557.0,2020-03-09,61452.0,7,North,Broker,250400
197141,17559.0,2019-08-09,164383.0,2,West,Broker,619900
197151,17560.0,2025-06-07,106915.0,11,North,Agent,925700
197170,17561.0,2020-09-17,21722.0,11,East,Bancassurance,424100
197179,17562.0,2019-09-18,33826.0,8,East,Agent,449200
197184,17563.0,2020-04-12,105338.0,2,West,Broker,486800
197186,17564.0,2021-10-23,142204.0,14,North,Agent,493900
197202,17565.0,2020-06-15,53871.0,6,North,Agent,266800
197207,17566.0,2021-05-17,40252.0,1,South,Agent,1199200
197223,17567.0,2018-09-28,110072.0,2,West,Online,1587200
197232,17568.0,2019-12-01,123892.0,8,West,Agent,1206700
197236,17569.0,2020-08-29,59019.0,8,South,Online,965800
197249,17570.0,2021-07-02,396015.0,11,South,Bancassurance,1671100
197271,17571.0,2021-07-19,364409.0,10,West,Online,2549200
197275,17572.0,2022-10-20,50095.0,13,East,Online,457400
197280,17573.0,2022-11-09,271579.0,1,Central,Online,1141500
197310,17574.0,2022-02-19,120799.0,11,South,Agent,1440000
197323,17575.0,2021-04-25,35938.0,4,South,Agent,1092100
197323,17576.0,2020-11-08,113905.0,4,South,Agent,1092100
197339,17577.0,2020-12-03,24194.0,2,West,Agent,789300
197350,17578.0,2023-05-07,82788.0,0,Central,Agent,485600
197355,17579.0,2020-09-09,55335.0,12,East,Online,956500
197363,17580.0,2021-05-25,572716.0,1,West,Agent,1047700
197433,17581.0,2024-03-21,204106.0,0,West,Direct,953800
197451,17582.0,2023-02-16,74035.0,1,North,Agent,673500
197508,17583.0,2023-03-24,84199.0,14,Central,Agent,835100
197520,17584.0,2025-01-29,67541.0,3,West,Agent,1086000
197523,17585.0,2024-05-31,9534.0,7,North,Broker,347000
197535,17586.0,2018-10-20,13711.0,13,South,Broker,425200
197553,17587.0,2018-08-14,94556.0,1,West,Agent,572100
197578,17588.0,2019-05-30,52880.0,0,South,Agent,421000
197593,17589.0,2020-05-24,38667.0,11,South,Online,518200
197627,17590.0,2020-09-30,88660.0,4,East,Agent,1391200
197653,17592.0,2021-09-16,49054.0,1,East,Agent,495500
197669,17593.0,2018-11-15,58395.0,5,South,Online,563200
197673,17594.0,2024-12-11,62868.0,2,South,Broker,1193000
197674,17595.0,2019-06-05,165346.0,14,North,Agent,362600
197675,17596.0,2025-09-04,18594.0,1,West,Broker,567900
197685,17597.0,2022-09-19,14600.0,11,North,Broker,156700
197688,17598.0,2022-10-27,101630.0,14,South,Agent,766100
197689,17599.0,2019-03-15,115439.0,3,West,Broker,268400
197713,17600.0,2024-08-24,521370.0,1,North,Online,579300
197723,17601.0,2022-01-19,69859.0,7,Central,Broker,544600
197723,17602.0,2022-11-05,180917.0,7,Central,Broker,544600
197727,17603.0,2024-09-17,34396.0,12,West,Agent,799900
197728,17604.0,2023-08-05,179735.0,1,East,Direct,545700
197732,17605.0,2020-05-06,170976.0,2,North,Agent,432100
197745,17606.0,2020-08-29,20572.0,8,South,Agent,780900
197764,17607.0,2022-05-29,46037.0,6,North,Agent,371400
197797,17608.0,2024-05-22,115649.0,0,North,Agent,533700
197798,17609.0,2022-04-16,11637.0,6,East,Agent,392200
197816,17610.0,2020-04-09,154347.0,0,West,Broker,1286000
197818,17611.0,2023-02-16,130656.0,5,West,Bancassurance,337600
197828,17612.0,2024-10-04,21185.0,4,East,Agent,630500
197838,17613.0,2022-01-12,98047.0,11,North,Agent,223400
197847,17614.0,2025-11-06,51815.0,13,South,Agent,348100
197854,17615.0,2021-11-10,41225.0,10,East,Direct,948800
197901,17616.0,2022-11-13,391542.0,8,West,Agent,1840500
197910,17617.0,2025-04-05,199521.0,13,East,Direct,1727200
197911,17618.0,2021-01-20,79076.0,15,Central,Direct,468400
197924,17619.0,2024-09-25,120302.0,1,West,Agent,454300
197934,17620.0,2022-08-16,131606.0,0,East,Agent,857100
197938,17621.0,2020-11-05,572318.0,10,West,Agent,1977400
197943,17622.0,2023-03-27,79257.0,1,South,Agent,863300
197947,17623.0,2020-08-09,76554.0,15,East,Agent,583200
197959,17624.0,2021-06-03,72461.0,9,East,Broker,761200
198039,17625.0,2024-01-20,574257.0,6,North,Bancassurance,1835100
198046,17626.0,2019-11-29,168518.0,6,East,Online,698800
198051,17627.0,2018-04-26,19497.0,5,North,Online,320200
198059,17628.0,2022-12-31,355996.0,11,Central,Online,1108500
198060,17629.0,2019-01-24,27435.0,10,South,Online,1108000
198068,17630.0,2021-06-27,19962.0,5,South,Agent,839900
198083,17631.0,2018-05-08,60747.0,6,South,Broker,1320400
198088,17632.0,2018-12-03,210861.0,6,East,Agent,1357500
198092,17633.0,2024-10-24,271846.0,4,North,Online,1492700
198115,17634.0,2024-01-22,1352819.0,4,West,Agent,1561200
198127,17635.0,2020-07-20,244119.0,10,North,Agent,916800
198127,17636.0,2020-07-15,31999.0,10,North,Agent,916800
198165,17638.0,2021-06-28,55455.0,13,South,Broker,479100
198168,17639.0,2019-06-11,100315.0,1,West,Bancassurance,641300
198176,17640.0,2021-01-16,179162.0,6,North,Online,850600
198185,17641.0,2023-05-19,41468.0,11,North,Broker,544400
198190,17642.0,2022-12-06,82508.0,0,West,Agent,847800
198219,17644.0,2025-04-25,39557.0,5,North,Agent,484300
198233,17645.0,2024-08-14,262562.0,0,North,Agent,1033200
198243,17646.0,2019-01-04,68423.0,9,West,Agent,878000
198264,17647.0,2021-10-01,39601.0,9,East,Broker,1116800
198270,17648.0,2019-06-05,214853.0,5,West,Direct,1572400
198295,17649.0,2019-09-19,222806.0,11,North,Direct,760400
198313,17651.0,2022-10-04,148036.0,7,North,Agent,782700
198345,17652.0,2023-06-14,62320.0,11,West,Bancassurance,938800
198373,17653.0,2024-11-09,36975.0,14,East,Agent,403600
198377,17654.0,2023-12-04,17324.0,13,North,Agent,946600
198384,17655.0,2024-12-13,267064.0,13,South,Direct,587800
198386,17656.0,2020-09-10,107303.0,0,North,Agent,711100
198387,17657.0,2019-09-02,48062.0,15,South,Online,258700
198389,17658.0,2022-09-22,138483.0,12,North,Agent,892800
198393,17659.0,2021-11-26,6239.0,15,West,Online,470500
198402,17660.0,2020-05-29,75852.0,8,North,Online,1316400
198418,17661.0,2023-08-18,152734.0,12,West,Broker,985800
198424,17662.0,2018-12-06,18067.0,4,East,Broker,1209300
198444,17663.0,2019-10-24,57322.0,5,Central,Direct,482900
198453,17664.0,2024-01-24,20150.0,10,South,Agent,347400
198470,17665.0,2023-12-17,63817.0,14,West,Online,661300
198493,17666.0,2019-08-24,5206.0,7,South,Agent,327100
198497,17667.0,2021-06-16,143633.0,4,South,Online,2879900
198508,17668.0,2020-03-16,12255.0,0,South,Online,333800
198527,17669.0,2020-01-10,5689.0,11,North,Broker,602800
198560,17670.0,2020-09-11,108285.0,10,West,Agent,1992400
198564,17671.0,2022-09-23,27247.0,14,North,Online,1059600
198564,17672.0,2022-11-07,155478.0,14,North,Online,1059600
198592,17673.0,2021-06-15,11701.0,11,West,Agent,485900
198630,17675.0,2019-06-13,466492.0,12,West,Agent,1273500
198632,17676.0,2021-05-04,432069.0,7,North,Direct,1544500
198646,17677.0,2022-01-24,14666.0,11,South,Agent,761600
198663,17678.0,2021-06-22,69534.0,12,East,Agent,647400
198667,17679.0,2020-02-01,39450.0,0,South,Broker,838700
198685,17680.0,2021-08-17,124229.0,12,West,Agent,749600
198688,17681.0,2022-03-19,97366.0,8,Central,Agent,1792800
198689,17682.0,2018-09-05,562035.0,4,East,Agent,849200
198692,17683.0,2019-09-21,82868.0,4,North,Bancassurance,577300
198692,17684.0,2019-06-21,125695.0,4,North,Bancassurance,577300
198711,17685.0,2019-03-29,172255.0,13,North,Broker,1648200
198721,17686.0,2021-02-25,32351.0,15,Central,Direct,504200
198736,17687.0,2020-03-19,58586.0,14,East,Agent,354200
198738,17688.0,2018-10-28,6897.0,13,West,Agent,350500
198738,17689.0,2018-11-10,93238.0,13,West,Agent,350500
198761,17690.0,2021-08-14,38120.0,7,West,Agent,213600
198774,17691.0,2021-10-04,7436.0,0,West,Broker,236400
198797,17692.0,2024-12-25,91668.0,10,East,Bancassurance,475900
198833,17694.0,2024-07-21,157802.0,8,East,Online,1632600
198834,17695.0,2022-04-01,790933.0,8,West,Agent,935900
198836,17696.0,2020-05-08,144123.0,9,Central,Online,422300
198839,17697.0,2019-12-24,238056.0,5,West,Broker,1863300
198845,17698.0,2025-03-30,52468.0,1,Central,Agent,539400
198855,17699.0,2019-12-19,71351.0,10,East,Agent,500100
198866,17700.0,2019-12-27,75574.0,14,West,Bancassurance,1680000
198870,17701.0,2019-12-27,2647.0,14,West,Bancassurance,227600
198879,17702.0,2024-08-25,82268.0,3,East,Agent,1062200
198887,17703.0,2019-01-12,67438.0,8,North,Online,1325500
198895,17705.0,2025-03-14,162111.0,14,West,Agent,738700
198895,17704.0,2024-10-18,47135.0,14,West,Agent,738700
198920,17706.0,2021-04-09,38610.0,15,South,Agent,443400
198926,17707.0,2024-06-06,15184.0,14,East,Online,445600
198931,17708.0,2018-12-07,267662.0,15,North,Agent,1325800
198950,17709.0,2022-06-28,33610.0,1,North,Direct,610800
198955,17710.0,2021-07-27,240504.0,2,East,Bancassurance,1614100
198958,17711.0,2020-09-25,153955.0,7,East,Broker,1383900
198962,17712.0,2024-09-23,7773.0,14,North,Bancassurance,501100
198976,17713.0,2021-05-27,556112.0,12,West,Online,1494400
198979,17714.0,2023-07-02,136174.0,0,West,Broker,1015400
199004,17715.0,2021-04-05,70168.0,15,South,Online,965500
199013,17716.0,2022-04-07,58006.0,8,North,Agent,830200
199018,17717.0,2024-09-14,26124.0,2,South,Broker,235000
199062,17718.0,2023-09-01,22701.0,0,South,Direct,957700
199073,17719.0,2019-11-26,26241.0,1,South,Direct,332800
199100,17720.0,2023-09-29,124638.0,14,East,Direct,395400
199115,17721.0,2025-06-04,32005.0,15,West,Direct,491700
199115,17722.0,2024-09-23,13401.0,15,West,Direct,491700
199128,17723.0,2025-05-07,32541.0,12,Central,Agent,865800
199133,17724.0,2023-07-21,15924.0,1,East,Agent,395600
199134,17725.0,2024-02-17,21745.0,15,North,Direct,625400
199141,17726.0,2022-03-22,84616.0,14,North,Agent,598500
199171,17727.0,2022-05-28,82259.0,3,South,Agent,2072700
199176,17728.0,2023-10-31,459259.0,2,South,Agent,3202900
199181,17729.0,2023-07-08,103562.0,15,East,Bancassurance,589000
199187,17730.0,2022-01-31,159586.0,15,West,Agent,496700
199195,17731.0,2024-04-14,449358.0,6,Central,Bancassurance,532700
199197,17732.0,2019-12-10,110929.0,4,West,Bancassurance,592900
199208,17733.0,2025-04-08,488407.0,7,North,Online,1352000
199210,17734.0,2018-10-15,237295.0,11,South,Broker,1925400
199221,17735.0,2019-05-09,3765.0,13,West,Online,248700
199265,17736.0,2023-05-18,132393.0,11,West,Agent,711700
199277,17737.0,2022-01-01,25661.0,4,East,Online,470900
199283,17738.0,2022-10-15,104256.0,8,South,Agent,535400
199287,17739.0,2022-12-13,170321.0,13,West,Agent,476000
199295,17740.0,2019-06-14,200200.0,0,West,Agent,825400
199303,17741.0,2018-08-24,17609.0,13,Central,Agent,501100
199306,17742.0,2021-02-24,50852.0,4,West,Agent,1168900
199306,17743.0,2020-08-03,27042.0,4,West,Agent,1168900
199308,17744.0,2022-08-15,56293.0,6,East,Agent,871800
199315,17745.0,2023-11-24,84205.0,15,West,Agent,627500
199320,17746.0,2023-03-01,107203.0,1,West,Bancassurance,593600
199329,17747.0,2024-12-11,100951.0,0,South,Broker,759200
199347,17748.0,2024-12-16,52852.0,15,West,Broker,657000
199348,17749.0,2021-06-11,101676.0,3,West,Online,879000
199362,17750.0,2024-01-17,16408.0,3,North,Agent,166200
199393,17751.0,2024-11-15,533632.0,13,Central,Bancassurance,1719800
199425,17752.0,2022-09-15,40115.0,12,South,Agent,659200
199426,17753.0,2023-04-06,74198.0,7,West,Direct,2135900
199427,17754.0,2021-04-06,48097.0,15,Central,Agent,1901100
199427,17755.0,2021-09-07,397318.0,15,Central,Agent,1901100
199455,17756.0,2022-11-23,71892.0,1,North,Agent,470700
199486,17757.0,2022-06-04,73611.0,6,West,Agent,1200100
199495,17758.0,2025-01-11,86816.0,10,South,Agent,973700
199502,17759.0,2022-10-01,57563.0,8,South,Direct,201400
199510,17760.0,2023-07-13,441165.0,11,Central,Agent,1049400
199513,17761.0,2018-10-17,123530.0,13,North,Agent,839700
199522,17762.0,2020-01-27,217946.0,10,East,Agent,4451200
199526,17763.0,2018-10-30,7492.0,11,South,Bancassurance,272200
199532,17764.0,2024-02-21,624178.0,11,Central,Broker,1252200
199558,17765.0,2024-07-15,399406.0,9,West,Agent,1416700
199566,17766.0,2022-11-02,99225.0,7,North,Agent,435100
199568,17768.0,2021-11-17,451594.0,12,West,Agent,638800
199568,17767.0,2021-12-08,5213.0,12,West,Agent,638800
199570,17769.0,2020-11-21,22836.0,7,South,Online,633400
199594,17770.0,2025-01-05,42495.0,9,Central,Bancassurance,855100
199598,17771.0,2020-03-14,72604.0,13,West,Online,675400
199619,17772.0,2020-05-01,199251.0,3,North,Direct,822800
199623,17773.0,2023-03-04,874890.0,15,East,Online,972100
199635,17774.0,2022-07-20,44046.0,4,South,Broker,1460400
199635,17775.0,2021-10-06,51281.0,4,South,Broker,1460400
199646,17776.0,2020-05-17,80857.0,14,North,Agent,1765000
199649,17777.0,2020-03-28,69245.0,2,Central,Online,658300
199660,17778.0,2025-05-21,92115.0,4,North,Broker,1713900
199674,17779.0,2022-02-21,22889.0,15,Central,Agent,657700
199705,17780.0,2019-10-13,508860.0,10,North,Online,565400
199720,17781.0,2020-05-03,143162.0,7,South,Broker,976600
199739,17782.0,2020-11-14,346466.0,12,Central,Agent,745800
199744,17783.0,2023-07-17,47996.0,15,South,Agent,1084900
199765,17784.0,2021-07-20,28147.0,9,South,Agent,182900
199765,17785.0,2021-10-22,164610.0,9,South,Agent,182900
199780,17786.0,2021-07-30,80996.0,4,South,Online,250900
199790,17787.0,2024-07-28,21211.0,12,Central,Agent,286500
199797,17788.0,2021-07-17,219725.0,10,South,Online,1444900
199807,17789.0,2024-02-15,255262.0,13,South,Agent,2270900
199811,17790.0,2020-04-29,12605.0,1,Central,Online,540900
199814,17791.0,2022-10-29,709274.0,1,East,Direct,870900
199845,17792.0,2019-10-31,560160.0,7,North,Direct,622400
199848,17793.0,2019-05-22,27655.0,7,West,Direct,557600
199861,17794.0,2018-05-27,272118.0,11,South,Bancassurance,1646900
199875,17795.0,2023-04-13,179099.0,15,North,Broker,1192600
199875,17796.0,2022-12-05,78634.0,15,North,Broker,1192600
199880,17798.0,2022-01-02,9925.0,9,West,Direct,465600
199880,17797.0,2021-09-16,130169.0,9,West,Direct,465600
199881,17799.0,2023-12-26,20167.0,5,North,Broker,815000
199883,17800.0,2020-06-24,34077.0,8,West,Broker,1058500
199888,17801.0,2021-04-14,172649.0,14,South,Agent,429600
199903,17802.0,2018-11-30,100368.0,5,East,Direct,1542300
199917,17804.0,2023-10-22,199433.0,12,South,Agent,531500
199953,17805.0,2024-01-12,79831.0,15,North,Direct,571500
199973,17806.0,2021-05-24,17411.0,1,South,Bancassurance,270800
199984,17807.0,2024-09-28,38393.0,8,South,Bancassurance,709800
200040,17808.0,2020-10-17,41589.0,12,South,Online,298800
200082,17809.0,2022-08-06,152473.0,8,West,Broker,1216100
200094,17810.0,2018-09-27,253059.0,14,South,Broker,1781100
200098,17812.0,2024-02-26,253148.0,15,West,Agent,800300
200098,17811.0,2023-06-24,501438.0,15,West,Agent,800300
200107,17813.0,2021-12-21,495806.0,0,South,Online,1044600
200139,17814.0,2023-04-16,104757.0,9,Central,Broker,1078300
200148,17815.0,2024-04-19,102684.0,4,North,Online,885100
200153,17816.0,2023-12-20,17090.0,6,South,Agent,269700
200181,17818.0,2024-10-06,28614.0,15,West,Agent,735300
200185,17819.0,2019-04-02,63577.0,0,North,Broker,913600
200191,17820.0,2023-02-01,51610.0,12,Central,Agent,1335300
200201,17821.0,2020-04-18,88274.0,3,Central,Broker,882600
200203,17822.0,2021-07-26,206587.0,9,North,Online,747600
200212,17823.0,2020-04-30,57523.0,4,East,Bancassurance,582500
200222,17824.0,2019-03-16,130651.0,7,West,Agent,488700
200235,17825.0,2020-10-20,39540.0,11,West,Agent,421200
200248,17826.0,2021-03-26,38303.0,0,South,Broker,729100
200251,17827.0,2025-05-26,37011.0,14,North,Bancassurance,606800
200274,17828.0,2024-08-28,26215.0,11,East,Bancassurance,591700
200277,17829.0,2023-02-09,49055.0,11,West,Online,727600
200282,17830.0,2023-06-12,515237.0,15,Central,Broker,1591500
200289,17831.0,2024-08-26,220148.0,8,South,Online,308500
200307,17832.0,2025-04-12,254230.0,12,West,Bancassurance,2191600
200308,17833.0,2019-08-12,44453.0,10,East,Broker,985700
200316,17834.0,2021-04-23,58857.0,9,East,Online,402100
200327,17835.0,2022-02-05,235336.0,15,South,Online,2144200
200335,17836.0,2024-09-17,317381.0,0,East,Online,2126700
200352,17837.0,2025-05-02,59428.0,0,East,Agent,704100
200352,17838.0,2024-11-29,21474.0,0,East,Agent,704100
200353,17839.0,2019-11-28,253391.0,5,West,Broker,1328200
200387,17840.0,2024-06-05,61259.0,3,East,Agent,561000
200400,17841.0,2023-06-23,68722.0,7,North,Online,1117400
200426,17842.0,2020-01-02,88881.0,4,West,Agent,678000
200430,17843.0,2020-04-01,155265.0,2,North,Agent,953200
200440,17844.0,2019-08-27,56042.0,11,North,Online,442500
200457,17845.0,2020-03-07,27544.0,5,North,Agent,370900
200466,17846.0,2019-10-18,46077.0,1,West,Broker,278600
200475,17847.0,2022-12-05,25223.0,10,South,Agent,563100
200483,17848.0,2021-04-30,24081.0,7,North,Broker,409100
200486,17849.0,2023-11-19,144981.0,0,North,Agent,1212400
200503,17850.0,2024-04-01,142468.0,15,South,Agent,668100
200503,17851.0,2024-03-27,85747.0,15,South,Agent,668100
200507,17852.0,2022-06-05,11014.0,0,West,Broker,548100
200515,17853.0,2025-03-17,14627.0,7,North,Broker,284900
200518,17854.0,2024-02-25,91911.0,3,South,Bancassurance,929800
200569,17855.0,2024-01-26,665406.0,11,West,Agent,1721400
200570,17856.0,2025-09-21,67892.0,10,North,Online,789100
200573,17857.0,2021-02-17,98375.0,8,West,Online,1311700
200575,17858.0,2024-10-08,102806.0,14,East,Agent,730700
200588,17859.0,2020-01-24,16895.0,8,West,Broker,156900
200604,17861.0,2018-06-09,53928.0,1,West,Bancassurance,691700
200604,17860.0,2018-10-30,62053.0,1,West,Bancassurance,691700
200621,17862.0,2025-05-30,178210.0,5,West,Broker,483100
200630,17863.0,2025-06-07,19770.0,11,West,Broker,810000
200635,17864.0,2023-02-05,91311.0,1,South,Agent,1150900
200642,17865.0,2024-03-10,25276.0,8,South,Direct,815700
200645,17866.0,2021-07-13,20653.0,3,North,Agent,488200
200656,17867.0,2025-07-07,27202.0,10,Central,Direct,826700
200660,17868.0,2021-05-04,113279.0,14,East,Bancassurance,1317500
200668,17869.0,2024-11-12,13335.0,2,South,Agent,1008900
200672,17870.0,2024-05-13,34163.0,13,South,Agent,556000
200675,17871.0,2019-08-11,44798.0,3,West,Online,819700
200679,17872.0,2020-08-27,32253.0,3,Central,Direct,1290900
200685,17873.0,2024-04-23,13426.0,8,South,Agent,197700
200686,17874.0,2019-07-05,38580.0,4,East,Agent,352400
200720,17875.0,2024-10-13,34368.0,13,South,Online,564600
200725,17876.0,2023-02-27,47380.0,9,West,Online,534200
200735,17877.0,2022-07-17,31487.0,12,South,Agent,358600
200736,17878.0,2023-07-11,29494.0,7,West,Agent,609200
200746,17879.0,2025-04-22,89927.0,4,North,Online,507500
200766,17880.0,2019-08-15,161147.0,0,North,Agent,659600
200767,17881.0,2018-05-15,10710.0,14,East,Agent,497800
200777,17882.0,2020-01-11,120838.0,4,East,Online,613100
200795,17884.0,2022-10-06,83293.0,3,South,Online,667900
200799,17885.0,2019-05-07,17406.0,13,South,Online,329000
200822,17886.0,2023-10-20,136188.0,8,South,Agent,756000
200852,17887.0,2024-03-27,111684.0,9,West,Agent,628400
200856,17888.0,2018-12-31,146707.0,8,East,Bancassurance,1415800
200869,17889.0,2020-12-27,197805.0,14,South,Bancassurance,882500
200879,17890.0,2020-06-22,287070.0,5,North,Broker,1711800
200889,17891.0,2022-10-08,7127.0,11,East,Online,204900
200892,17892.0,2019-09-09,166935.0,11,South,Agent,847100
200908,17893.0,2019-06-15,27151.0,14,South,Online,328100
200920,17894.0,2019-05-09,18973.0,12,West,Bancassurance,660500
200965,17895.0,2025-08-18,118352.0,12,East,Broker,542600
200967,17896.0,2020-03-20,42438.0,0,East,Agent,1037800
200994,17897.0,2022-01-08,311439.0,3,Central,Agent,657400
200998,17898.0,2021-12-03,64236.0,4,West,Broker,364400
201003,17899.0,2022-01-26,96724.0,15,East,Online,1245700
201009,17900.0,2018-09-10,37518.0,15,East,Broker,552700
201021,17901.0,2022-08-23,27973.0,3,North,Agent,659500
201025,17902.0,2021-09-11,23835.0,8,North,Agent,288900
201084,17903.0,2024-12-23,68125.0,0,West,Agent,528900
201096,17904.0,2024-10-16,353611.0,2,North,Online,581300
201096,17905.0,2024-09-15,24349.0,2,North,Online,581300
201103,17906.0,2020-04-03,111343.0,14,South,Online,564900
201118,17907.0,2021-01-27,71140.0,11,Central,Agent,822000
201139,17908.0,2018-06-16,55489.0,3,South,Bancassurance,676000
201143,17909.0,2023-06-26,27203.0,9,North,Online,1108300
201144,17910.0,2023-06-14,98489.0,12,East,Agent,817600
201147,17911.0,2025-03-26,216990.0,8,South,Agent,241100
201158,17912.0,2020-03-22,139373.0,15,East,Online,1538800
201159,17913.0,2020-06-14,18132.0,1,Central,Online,641300
201174,17914.0,2020-12-25,52032.0,15,East,Broker,1156500
