policy_id,claim_id,accident_date,accident_year,development_year,claim_amount
282079.0,25087,2024-04-25,2024,1,695050.0
282084.0,25088,2020-09-03,2020,3,177561.0
282089.0,25089,2024-03-28,2024,1,6222.0
282091.0,25090,2021-06-01,2021,0,53328.0
282095.0,25091,2020-05-25,2020,3,35225.0
282102.0,25092,2018-08-31,2018,1,65516.0
282118.0,25093,2018-09-27,2018,0,7778.0
282139.0,25094,2020-12-07,2020,5,22187.0
282154.0,25095,2021-05-15,2021,2,64990.0
282157.0,25096,2024-11-09,2024,1,370320.0
282162.0,25097,2023-11-08,2023,2,67806.0
282165.0,25098,2020-10-02,2020,5,144778.0
282165.0,25099,2020-09-23,2020,1,88586.0
282166.0,25100,2025-03-28,2025,0,69545.0
282180.0,25101,2021-12-09,2021,3,12512.0
282186.0,25102,2023-04-22,2023,1,71777.0
282199.0,25103,2019-10-05,2019,0,11428.0
282208.0,25104,2023-05-27,2023,1,75824.0
282221.0,25105,2020-09-07,2020,0,56512.0
282224.0,25106,2021-03-08,2021,0,18178.0
282227.0,25107,2021-03-11,2021,3,21309.0
282227.0,25108,2021-04-07,2021,0,64987.0
282228.0,25109,2018-12-22,2018,3,170628.0
282261.0,25110,2021-12-20,2021,1,22421.0
282263.0,25111,2018-04-14,2018,2,371091.0
282276.0,25112,2024-07-26,2024,1,28844.0
282287.0,25113,2025-05-06,2025,0,140287.0
282296.0,25114,2018-04-03,2018,5,58379.0
282306.0,25115,2022-06-06,2022,1,23752.0
282308.0,25116,2024-10-27,2024,0,82851.0
282340.0,25117,2020-08-25,2020,1,26236.0
282341.0,25118,2019-08-08,2019,6,212816.0
282343.0,25119,2020-03-15,2020,4,70499.0
282359.0,25120,2021-08-25,2021,3,58914.0
282380.0,25121,2023-09-07,2023,2,32098.0
282392.0,25122,2024-12-29,2024,1,387160.0
282392.0,25123,2024-11-13,2024,1,429863.0
282411.0,25124,2019-09-19,2019,4,14687.0
282412.0,25125,2025-02-07,2025,0,72360.0
282414.0,25126,2023-08-22,2023,2,596880.0
282425.0,25127,2019-01-25,2019,2,35933.0
282426.0,25128,2025-06-04,2025,0,19430.0
282455.0,25129,2020-12-26,2020,4,268061.0
282461.0,25130,2020-02-07,2020,2,209269.0
282467.0,25131,2018-11-01,2018,6,156356.0
282469.0,25132,2022-06-21,2022,2,23812.0
282506.0,25133,2022-01-25,2022,2,37384.0
282526.0,25134,2022-05-18,2022,0,131387.0
282533.0,25135,2025-02-07,2025,0,149270.0
282537.0,25136,2021-12-11,2021,4,225101.0
282547.0,25137,2023-01-18,2023,1,155888.0
282547.0,25138,2023-12-03,2023,0,377221.0
282559.0,25139,2021-05-10,2021,2,9354.0
282569.0,25140,2021-07-03,2021,2,5497.0
282585.0,25141,2022-01-07,2022,0,122217.0
282589.0,25142,2020-10-18,2020,2,29291.0
282597.0,25143,2020-11-17,2020,2,56836.0
282605.0,25144,2021-12-29,2021,1,348882.0
282608.0,25145,2023-06-02,2023,2,88024.0
282613.0,25146,2025-02-09,2025,0,41527.0
282618.0,25147,2021-04-03,2021,2,55358.0
282635.0,25148,2021-03-02,2021,2,173505.0
282647.0,25149,2024-06-10,2024,1,18906.0
282668.0,25150,2020-06-05,2020,3,94711.0
282673.0,25151,2021-05-05,2021,1,122262.0
282688.0,25152,2023-03-08,2023,2,234414.0
282712.0,25153,2023-07-27,2023,0,89694.0
282713.0,25154,2022-08-31,2022,0,92031.0
282718.0,25155,2025-01-03,2025,0,9085.0
282724.0,25156,2024-02-13,2024,1,87039.0
282741.0,25157,2021-02-05,2021,3,84351.0
282762.0,25158,2019-12-06,2019,5,8428.0
282763.0,25159,2021-08-17,2021,4,12196.0
282781.0,25160,2021-01-22,2021,2,98762.0
282787.0,25161,2024-02-20,2024,0,26940.0
282798.0,25162,2024-12-29,2024,1,114381.0
282811.0,25163,2020-05-24,2020,4,113223.0
282831.0,25164,2022-04-05,2022,2,155766.0
282842.0,25165,2023-08-06,2023,1,379037.0
282853.0,25166,2020-12-10,2020,1,116343.0
282859.0,25167,2022-04-19,2022,3,72029.0
282863.0,25168,2023-08-19,2023,1,121000.0
282871.0,25170,2023-04-15,2023,1,233320.0
282871.0,25169,2022-12-22,2022,2,169555.0
282885.0,25171,2022-12-08,2022,3,147255.0
282889.0,25172,2024-04-29,2024,1,15812.0
282890.0,25173,2025-03-15,2025,0,224584.0
282893.0,25174,2018-08-15,2018,0,48915.0
282898.0,25175,2020-08-12,2020,1,54256.0
282899.0,25176,2021-08-25,2021,1,187937.0
282904.0,25177,2019-03-12,2019,3,89802.0
282904.0,25178,2018-09-24,2018,6,354787.0
282912.0,25179,2023-08-07,2023,2,50787.0
282919.0,25180,2025-03-18,2025,0,115452.0
282952.0,25181,2023-02-13,2023,1,650790.0
282960.0,25182,2025-05-26,2025,0,412550.0
282963.0,25183,2024-12-01,2024,1,43986.0
282975.0,25184,2021-11-21,2021,0,130215.0
282979.0,25185,2024-09-12,2024,1,153058.0
282987.0,25186,2019-10-14,2019,5,115251.0
282994.0,25187,2020-04-29,2020,2,13024.0
282998.0,25188,2022-12-31,2022,1,28538.0
283020.0,25189,2025-09-27,2025,0,196032.0
283025.0,25190,2021-01-13,2021,1,56566.0
283044.0,25191,2024-09-27,2024,0,640374.0
283053.0,25192,2024-02-12,2024,1,28553.0
283055.0,25193,2025-07-10,2025,0,7813.0
283067.0,25194,2019-02-21,2019,5,202743.0
283070.0,25195,2019-12-27,2019,5,96274.0
283079.0,25196,2018-11-13,2018,1,128854.0
283084.0,25197,2023-08-17,2023,0,119429.0
283087.0,25198,2019-02-18,2019,0,188067.0
283111.0,25199,2020-01-30,2020,1,11422.0
283121.0,25200,2024-02-20,2024,1,36765.0
283122.0,25201,2021-08-02,2021,2,259109.0
283132.0,25202,2021-03-17,2021,2,351334.0
283163.0,25203,2022-09-14,2022,3,71455.0
283169.0,25204,2023-10-23,2023,2,220218.0
283179.0,25205,2019-10-29,2019,3,157727.0
283192.0,25206,2021-10-24,2021,4,23287.0
283203.0,25207,2023-07-06,2023,0,110738.0
283205.0,25208,2018-11-20,2018,1,242089.0
283212.0,25209,2024-03-02,2024,0,80190.0
283227.0,25210,2023-07-02,2023,0,8072.0
283233.0,25211,2019-01-27,2019,2,18968.0
283236.0,25212,2020-11-24,2020,3,129811.0
283239.0,25213,2022-08-10,2022,1,108307.0
283245.0,25214,2021-07-29,2021,2,17548.0
283247.0,25215,2020-05-08,2020,1,65643.0
283263.0,25216,2025-05-05,2025,0,490175.0
283263.0,25217,2025-02-04,2025,0,36827.0
283318.0,25218,2021-12-19,2021,1,29717.0
283320.0,25219,2022-07-06,2022,1,36277.0
283324.0,25220,2021-04-02,2021,3,91577.0
283327.0,25221,2023-01-09,2023,0,111976.0
283330.0,25222,2020-04-06,2020,1,40049.0
283332.0,25223,2019-02-01,2019,5,80148.0
283347.0,25224,2021-11-19,2021,2,48713.0
283349.0,25225,2023-07-28,2023,1,18228.0
283353.0,25226,2024-12-30,2024,1,60158.0
283353.0,25227,2024-11-06,2024,1,64703.0
283354.0,25228,2020-12-01,2020,0,162177.0
283362.0,25229,2022-01-15,2022,3,184129.0
283370.0,25230,2021-07-03,2021,1,53067.0
283382.0,25231,2018-08-30,2018,2,71276.0
283430.0,25232,2024-09-16,2024,1,96234.0
283449.0,25233,2023-04-26,2023,0,240781.0
283452.0,25234,2024-01-09,2024,1,6258.0
283483.0,25235,2018-12-29,2018,6,83607.0
283500.0,25236,2023-05-24,2023,0,111351.0
283527.0,25237,2021-07-02,2021,0,41472.0
283532.0,25238,2025-06-28,2025,0,528930.0
283546.0,25239,2022-03-18,2022,2,118378.0
283547.0,25240,2021-09-10,2021,4,310030.0
283557.0,25241,2019-03-10,2019,2,28588.0
283565.0,25242,2023-05-22,2023,2,27779.0
283567.0,25243,2024-07-29,2024,1,89645.0
283569.0,25244,2022-01-21,2022,1,329620.0
283580.0,25245,2019-09-15,2019,5,22647.0
283587.0,25246,2023-07-09,2023,2,37603.0
283609.0,25247,2020-02-08,2020,5,39539.0
283614.0,25248,2020-05-13,2020,3,59630.0
283634.0,25249,2020-10-02,2020,4,34935.0
283638.0,25250,2019-03-09,2019,0,68041.0
283648.0,25251,2024-07-09,2024,1,61072.0
283662.0,25252,2023-10-13,2023,1,132858.0
283669.0,25253,2020-03-08,2020,4,18019.0
283670.0,25254,2025-07-20,2025,0,93514.0
283673.0,25255,2018-11-30,2018,5,12321.0
283691.0,25256,2022-12-04,2022,0,584730.0
283696.0,25257,2024-02-11,2024,0,41013.0
283697.0,25258,2019-08-16,2019,2,284713.0
283727.0,25259,2020-12-11,2020,3,15798.0
283743.0,25260,2025-05-20,2025,0,16643.0
283752.0,25261,2023-09-12,2023,2,12007.0
283772.0,25262,2020-04-11,2020,3,168307.0
283774.0,25263,2018-06-01,2018,7,17124.0
283788.0,25264,2018-11-19,2018,6,15483.0
283789.0,25265,2024-03-20,2024,0,25433.0
283790.0,25266,2018-12-16,2018,1,19036.0
283802.0,25267,2025-06-09,2025,0,22938.0
283802.0,25268,2024-11-27,2024,0,8523.0
283804.0,25269,2021-07-13,2021,0,166553.0
283808.0,25270,2021-05-31,2021,2,44260.0
283815.0,25271,2020-11-22,2020,2,13527.0
283834.0,25272,2024-04-08,2024,1,32184.0
283850.0,25274,2019-06-19,2019,4,56464.0
283850.0,25273,2019-05-01,2019,1,23984.0
283857.0,25275,2022-11-06,2022,3,225730.0
283863.0,25276,2023-11-19,2023,0,123208.0
283879.0,25277,2022-07-13,2022,1,105642.0
283899.0,25278,2020-02-04,2020,2,139004.0
283923.0,25279,2021-03-21,2021,2,61530.0
283927.0,25280,2019-04-13,2019,0,160861.0
283931.0,25281,2023-06-01,2023,1,299979.0
283955.0,25282,2022-04-23,2022,1,28107.0
283995.0,25283,2022-01-21,2022,3,36564.0
283996.0,25284,2020-08-10,2020,3,10403.0
283998.0,25285,2023-12-27,2023,1,59740.0
284008.0,25286,2024-10-17,2024,1,175137.0
284023.0,25287,2021-09-19,2021,4,157105.0
284028.0,25288,2025-01-06,2025,0,277957.0
284034.0,25289,2019-04-17,2019,6,173695.0
284040.0,25290,2023-03-05,2023,2,53735.0
284044.0,25291,2022-12-24,2022,3,15869.0
284049.0,25292,2024-11-23,2024,1,483575.0
284050.0,25293,2024-11-22,2024,0,48608.0
284061.0,25294,2024-08-20,2024,1,23844.0
284122.0,25295,2020-10-09,2020,0,100014.0
284132.0,25296,2022-04-21,2022,2,36465.0
284132.0,25297,2022-08-02,2022,3,103673.0
284147.0,25298,2023-09-26,2023,2,70710.0
284152.0,25299,2022-11-09,2022,0,20557.0
284156.0,25300,2023-10-22,2023,2,8779.0
284166.0,25301,2025-09-17,2025,0,42801.0
284186.0,25302,2019-09-14,2019,1,116389.0
284201.0,25303,2019-01-31,2019,4,36924.0
284209.0,25304,2023-08-12,2023,1,206036.0
284222.0,25305,2024-01-22,2024,1,56112.0
284224.0,25306,2025-02-09,2025,0,43182.0
284235.0,25307,2022-06-05,2022,1,19895.0
284244.0,25308,2023-07-02,2023,0,50684.0
284252.0,25309,2020-08-10,2020,4,84745.0
284261.0,25310,2020-05-02,2020,5,205575.0
284291.0,25311,2022-10-23,2022,0,32458.0
284292.0,25312,2023-06-09,2023,1,145380.0
284303.0,25313,2023-05-15,2023,1,47409.0
284308.0,25314,2024-04-30,2024,0,155563.0
284326.0,25315,2020-07-26,2020,4,257103.0
284327.0,25317,2024-02-12,2024,0,42700.0
284327.0,25316,2023-08-31,2023,1,53496.0
284336.0,25318,2025-04-03,2025,0,162876.0
284339.0,25319,2024-03-24,2024,0,29952.0
284353.0,25320,2024-08-06,2024,0,536433.0
284377.0,25321,2024-07-16,2024,1,28940.0
284381.0,25322,2024-04-10,2024,0,12488.0
284396.0,25323,2021-05-18,2021,4,35827.0
284422.0,25324,2018-10-05,2018,3,638945.0
284427.0,25325,2024-08-14,2024,1,39014.0
284430.0,25326,2024-05-23,2024,0,24707.0
284430.0,25327,2024-08-29,2024,1,54006.0
284431.0,25328,2024-12-08,2024,1,166624.0
284438.0,25329,2018-11-04,2018,5,51505.0
284442.0,25330,2024-02-21,2024,0,8796.0
284474.0,25331,2021-11-24,2021,0,400744.0
284480.0,25332,2019-11-04,2019,1,15591.0
284489.0,25333,2021-09-15,2021,3,50373.0
284490.0,25334,2024-06-30,2024,0,295276.0
284491.0,25335,2021-02-16,2021,1,71878.0
284497.0,25336,2025-02-14,2025,0,12711.0
284506.0,25337,2023-07-20,2023,1,82843.0
284550.0,25338,2022-01-10,2022,1,78196.0
284554.0,25339,2020-04-21,2020,2,24020.0
284563.0,25340,2022-11-27,2022,0,113902.0
284565.0,25341,2024-12-17,2024,1,92334.0
284577.0,25342,2021-05-29,2021,1,128939.0
284582.0,25343,2019-01-21,2019,5,282686.0
284593.0,25344,2022-08-25,2022,0,57758.0
284594.0,25345,2020-03-12,2020,4,379009.0
284607.0,25346,2020-09-11,2020,5,240934.0
284627.0,25347,2023-10-04,2023,0,102248.0
284632.0,25348,2025-04-06,2025,0,17310.0
284636.0,25349,2019-01-11,2019,6,30451.0
284637.0,25350,2022-01-29,2022,0,260678.0
284663.0,25351,2025-04-21,2025,0,77848.0
284670.0,25352,2018-07-25,2018,0,43454.0
284682.0,25353,2022-02-05,2022,0,160319.0
284685.0,25354,2019-06-04,2019,4,65460.0
284695.0,25355,2022-12-02,2022,3,16184.0
284696.0,25356,2019-04-05,2019,4,82897.0
284700.0,25357,2020-06-13,2020,2,123657.0
284701.0,25358,2019-08-13,2019,2,749520.0
284708.0,25359,2023-02-01,2023,2,123145.0
284712.0,25360,2021-09-13,2021,1,15037.0
284717.0,25361,2020-03-16,2020,4,123288.0
284740.0,25362,2019-09-12,2019,3,42241.0
284751.0,25363,2024-06-21,2024,1,45059.0
284752.0,25364,2024-05-14,2024,1,107879.0
284752.0,25365,2024-05-17,2024,0,72085.0
284782.0,25366,2025-06-07,2025,0,44522.0
284803.0,25367,2023-04-28,2023,1,73254.0
284812.0,25368,2020-10-15,2020,3,32621.0
284829.0,25369,2021-12-12,2021,0,510533.0
284836.0,25370,2025-04-21,2025,0,41973.0
284839.0,25371,2023-09-26,2023,2,1027260.0
284851.0,25372,2021-09-04,2021,0,67503.0
284863.0,25373,2024-03-24,2024,0,35595.0
284865.0,25374,2022-01-25,2022,2,74275.0
284869.0,25375,2024-11-24,2024,0,106234.0
284904.0,25376,2019-07-21,2019,5,7220.0
284910.0,25377,2023-12-30,2023,2,246981.0
284912.0,25378,2019-05-28,2019,3,30770.0
284916.0,25379,2024-01-26,2024,1,117412.0
284917.0,25380,2023-03-19,2023,2,97792.0
284921.0,25381,2021-10-27,2021,2,6839.0
284934.0,25382,2021-08-23,2021,2,172126.0
284936.0,25383,2023-10-09,2023,0,164512.0
284945.0,25384,2024-05-30,2024,1,491770.0
284965.0,25385,2023-10-06,2023,0,8651.0
284968.0,25386,2020-05-15,2020,1,105834.0
284995.0,25387,2020-09-21,2020,0,115516.0
284996.0,25388,2020-05-19,2020,0,13596.0
285014.0,25389,2025-01-16,2025,0,30444.0
285029.0,25390,2022-08-15,2022,0,6212.0
285035.0,25391,2023-03-31,2023,2,84109.0
285053.0,25392,2022-06-10,2022,1,718645.0
285054.0,25393,2019-10-24,2019,6,184079.0
285058.0,25394,2022-04-13,2022,1,64046.0
285061.0,25395,2018-08-04,2018,2,74225.0
285062.0,25396,2023-08-15,2023,1,163495.0
285067.0,25397,2021-10-02,2021,3,33358.0
285069.0,25398,2020-01-04,2020,3,120578.0
285073.0,25399,2019-07-24,2019,1,8182.0
285098.0,25400,2022-10-25,2022,2,705060.0
285102.0,25401,2024-05-08,2024,1,49330.0
285110.0,25402,2025-01-26,2025,0,251561.0
285125.0,25403,2019-11-08,2019,6,17643.0
285174.0,25404,2021-10-29,2021,0,13400.0
285178.0,25405,2019-04-28,2019,1,77847.0
285181.0,25406,2023-03-23,2023,0,116862.0
285199.0,25407,2022-10-10,2022,0,112376.0
285215.0,25408,2023-09-04,2023,0,206393.0
285231.0,25409,2024-10-11,2024,0,21076.0
285245.0,25410,2020-08-20,2020,1,95096.0
285248.0,25411,2022-08-17,2022,2,65699.0
285249.0,25412,2021-03-24,2021,3,18192.0
285252.0,25413,2019-12-14,2019,2,5045.0
285266.0,25414,2022-02-01,2022,3,21357.0
285280.0,25415,2019-09-06,2019,5,71640.0
285292.0,25416,2019-10-11,2019,1,36375.0
285296.0,25417,2020-10-31,2020,1,67910.0
285308.0,25418,2022-06-05,2022,3,44823.0
285331.0,25419,2022-04-14,2022,3,53369.0
285337.0,25420,2018-02-14,2018,7,28226.0
285356.0,25421,2024-10-20,2024,1,19767.0
285394.0,25422,2019-09-06,2019,6,489119.0
285400.0,25423,2024-04-03,2024,0,236768.0
285408.0,25424,2022-10-20,2022,2,12803.0
285416.0,25425,2018-08-24,2018,2,57187.0
285428.0,25426,2024-09-17,2024,1,171164.0
285433.0,25427,2025-02-06,2025,0,10918.0
285437.0,25428,2021-10-13,2021,0,24861.0
285453.0,25429,2020-06-27,2020,5,8910.0
285458.0,25430,2020-01-21,2020,3,228303.0
285465.0,25431,2020-10-21,2020,3,118152.0
285478.0,25432,2024-06-02,2024,0,257921.0
285513.0,25433,2022-07-06,2022,0,7243.0
285518.0,25434,2023-05-23,2023,2,293516.0
285530.0,25435,2019-06-29,2019,2,11658.0
285540.0,25436,2021-12-29,2021,3,68856.0
285559.0,25437,2025-06-18,2025,0,101341.0
285589.0,25438,2019-03-08,2019,5,62725.0
285592.0,25439,2023-01-07,2023,2,39956.0
285611.0,25440,2021-10-02,2021,3,87296.0
285649.0,25441,2025-08-06,2025,0,227223.0
285665.0,25442,2020-03-17,2020,5,55812.0
285665.0,25443,2020-04-27,2020,2,22147.0
285666.0,25444,2022-02-14,2022,0,88490.0
285668.0,25445,2021-04-15,2021,2,71209.0
285680.0,25446,2020-12-22,2020,4,52710.0
285694.0,25447,2023-11-10,2023,2,124996.0
285694.0,25448,2023-05-01,2023,1,179584.0
285708.0,25449,2021-07-03,2021,0,20759.0
285713.0,25450,2024-02-21,2024,1,25977.0
285715.0,25451,2021-10-03,2021,0,131559.0
285723.0,25452,2021-08-06,2021,2,720108.0
285726.0,25453,2019-10-11,2019,0,22349.0
285730.0,25454,2021-04-07,2021,4,47993.0
285732.0,25455,2019-07-25,2019,2,84253.0
285765.0,25456,2023-03-09,2023,2,79939.0
285772.0,25457,2018-07-11,2018,7,68197.0
285788.0,25458,2021-01-05,2021,4,4768.0
285794.0,25459,2023-01-23,2023,0,303544.0
285798.0,25460,2022-01-01,2022,0,9640.0
285804.0,25461,2020-02-23,2020,4,124989.0
285812.0,25462,2021-07-03,2021,2,63815.0
285843.0,25463,2023-07-01,2023,0,149318.0
285847.0,25464,2018-10-28,2018,3,31148.0
285861.0,25465,2023-09-24,2023,2,47320.0
285869.0,25466,2023-07-30,2023,0,29198.0
285886.0,25467,2024-07-03,2024,0,41148.0
285886.0,25468,2024-05-20,2024,1,17134.0
285887.0,25469,2023-04-09,2023,1,57944.0
285903.0,25470,2020-05-02,2020,0,58073.0
285910.0,25471,2024-10-09,2024,1,39065.0
285912.0,25472,2023-06-10,2023,0,46425.0
285929.0,25473,2024-08-21,2024,1,33279.0
285936.0,25474,2022-09-12,2022,1,77098.0
285938.0,25475,2023-03-01,2023,0,136114.0
285957.0,25476,2024-06-25,2024,0,250195.0
285962.0,25477,2022-12-22,2022,3,19326.0
285964.0,25478,2021-11-17,2021,3,66941.0
285964.0,25479,2021-02-22,2021,0,146306.0
285970.0,25480,2018-11-17,2018,0,269365.0
285981.0,25481,2023-12-29,2023,0,25913.0
286006.0,25482,2023-08-22,2023,0,43713.0
286016.0,25483,2018-11-15,2018,1,159034.0
286018.0,25484,2020-02-14,2020,4,6768.0
286019.0,25485,2025-01-17,2025,0,15811.0
286021.0,25486,2018-12-06,2018,4,223386.0
286040.0,25487,2019-03-27,2019,3,159445.0
286042.0,25488,2021-03-04,2021,2,135982.0
286046.0,25489,2024-11-26,2024,1,82367.0
286047.0,25490,2024-02-29,2024,1,72837.0
286051.0,25491,2021-02-24,2021,4,64811.0
286065.0,25492,2023-01-21,2023,0,13228.0
286087.0,25493,2024-03-14,2024,1,260324.0
286105.0,25494,2024-02-27,2024,1,28188.0
286107.0,25495,2021-09-01,2021,1,431209.0
286139.0,25496,2018-10-23,2018,7,41373.0
286141.0,25498,2025-05-27,2025,0,60151.0
286141.0,25497,2024-08-18,2024,0,19265.0
286143.0,25499,2024-08-25,2024,1,33220.0
286145.0,25500,2018-02-05,2018,7,37356.0
286158.0,25501,2019-07-13,2019,2,221160.0
286180.0,25502,2024-12-11,2024,1,26412.0
286188.0,25503,2023-06-02,2023,2,27436.0
286214.0,25504,2020-11-19,2020,1,15854.0
286216.0,25505,2020-09-19,2020,2,16450.0
286225.0,25506,2020-03-31,2020,5,437978.0
286241.0,25507,2018-11-24,2018,1,259034.0
286242.0,25508,2018-11-25,2018,6,17010.0
286243.0,25509,2023-01-08,2023,0,39368.0
286253.0,25510,2021-11-15,2021,2,275976.0
286260.0,25511,2022-03-22,2022,2,19344.0
286270.0,25512,2020-03-20,2020,5,89960.0
286293.0,25513,2024-10-22,2024,0,2002.0
286296.0,25514,2021-01-20,2021,4,135309.0
286297.0,25515,2022-03-20,2022,3,894166.0
286304.0,25516,2020-05-04,2020,5,175959.0
286341.0,25517,2020-09-03,2020,0,22677.0
286355.0,25518,2018-08-12,2018,0,150194.0
286369.0,25519,2020-11-04,2020,0,73635.0
286374.0,25520,2021-09-01,2021,1,162193.0
286380.0,25521,2024-06-25,2024,0,9396.0
286384.0,25522,2025-03-16,2025,0,7287.0
286402.0,25523,2021-04-25,2021,3,52444.0
286423.0,25524,2023-04-21,2023,0,157977.0
286442.0,25525,2023-02-19,2023,0,47119.0
286447.0,25526,2019-10-25,2019,6,79642.0
286482.0,25527,2019-04-18,2019,1,83580.0
286492.0,25528,2020-06-26,2020,4,26489.0
286503.0,25529,2023-01-07,2023,2,105758.0
286523.0,25530,2021-05-21,2021,4,19193.0
286540.0,25531,2021-06-25,2021,0,68210.0
286559.0,25532,2023-05-26,2023,1,52201.0
286563.0,25533,2019-12-24,2019,3,89636.0
286564.0,25534,2021-07-08,2021,1,59645.0
286568.0,25535,2019-11-27,2019,5,20158.0
286588.0,25536,2023-01-14,2023,0,156376.0
286589.0,25537,2023-01-06,2023,0,5706.0
286596.0,25538,2020-11-20,2020,0,179961.0
286599.0,25539,2020-09-19,2020,0,57161.0
286603.0,25540,2021-06-10,2021,2,18659.0
286615.0,25541,2020-09-17,2020,5,126035.0
286622.0,25542,2023-02-26,2023,2,65744.0
286623.0,25543,2020-05-01,2020,3,54620.0
286631.0,25544,2022-04-04,2022,2,23525.0
286632.0,25545,2019-07-28,2019,4,22463.0
286640.0,25546,2019-06-19,2019,6,6960.0
286665.0,25547,2022-10-16,2022,3,1379160.0
286672.0,25548,2021-09-28,2021,0,60688.0
286673.0,25549,2018-07-02,2018,5,88341.0
286679.0,25550,2019-04-26,2019,6,142233.0
286692.0,25551,2020-01-03,2020,3,164953.0
286713.0,25552,2024-09-21,2024,0,45652.0
286720.0,25553,2024-02-18,2024,0,9897.0
286720.0,25554,2024-05-15,2024,1,115469.0
286734.0,25555,2018-11-02,2018,6,13532.0
286739.0,25556,2021-04-14,2021,0,27193.0
286754.0,25557,2025-05-31,2025,0,75217.0
286754.0,25558,2025-06-15,2025,0,114032.0
286756.0,25559,2024-08-22,2024,0,38080.0
286757.0,25560,2021-12-31,2021,3,65762.0
286766.0,25561,2019-01-23,2019,2,30788.0
286775.0,25562,2019-06-21,2019,0,53847.0
286810.0,25563,2025-04-30,2025,0,61299.0
286810.0,25564,2025-02-16,2025,0,60774.0
286813.0,25565,2023-06-20,2023,1,48876.0
286815.0,25566,2023-05-10,2023,0,31093.0
286838.0,25567,2022-11-25,2022,2,21553.0
286858.0,25568,2022-01-27,2022,2,36544.0
286858.0,25569,2021-12-04,2021,2,64394.0
286893.0,25570,2021-11-06,2021,0,153673.0
286899.0,25571,2018-12-09,2018,6,46816.0
286913.0,25572,2023-05-29,2023,0,124426.0
286925.0,25573,2022-02-01,2022,1,37209.0
286984.0,25574,2025-07-01,2025,0,121321.0
286992.0,25575,2022-03-03,2022,3,74110.0
287027.0,25576,2023-05-27,2023,1,274313.0
287043.0,25577,2018-08-14,2018,0,17584.0
287047.0,25578,2020-08-13,2020,0,61775.0
287070.0,25579,2022-10-19,2022,0,73725.0
287081.0,25580,2023-04-15,2023,1,203248.0
287083.0,25581,2025-02-13,2025,0,340475.0
287086.0,25582,2018-10-06,2018,0,209736.0
287094.0,25583,2025-04-24,2025,0,412598.0
287100.0,25584,2023-06-10,2023,1,143271.0
287108.0,25585,2021-05-21,2021,2,113274.0
287159.0,25586,2024-09-26,2024,1,34947.0
287173.0,25587,2025-04-20,2025,0,207285.0
287187.0,25588,2019-03-24,2019,4,43662.0
287189.0,25589,2024-09-12,2024,1,184812.0
287191.0,25590,2021-11-25,2021,2,88675.0
287202.0,25591,2022-10-19,2022,1,70424.0
287228.0,25592,2021-11-04,2021,2,15742.0
287245.0,25593,2021-11-12,2021,3,23928.0
287263.0,25594,2018-11-20,2018,7,40604.0
287281.0,25595,2024-11-10,2024,0,42139.0
287292.0,25596,2019-04-06,2019,0,173845.0
287302.0,25597,2022-02-23,2022,2,19397.0
287326.0,25598,2020-06-09,2020,5,198901.0
287326.0,25599,2020-11-21,2020,3,170964.0
287373.0,25600,2022-08-18,2022,2,13789.0
287382.0,25601,2022-11-17,2022,2,39633.0
287399.0,25602,2022-01-13,2022,1,43674.0
287401.0,25603,2021-01-27,2021,4,9612.0
287405.0,25604,2019-12-20,2019,1,127623.0
287414.0,25605,2022-07-28,2022,2,107188.0
287426.0,25606,2019-02-09,2019,5,19901.0
287442.0,25607,2022-07-06,2022,1,100734.0
287448.0,25608,2024-07-26,2024,0,78826.0
287450.0,25609,2023-04-14,2023,0,43364.0
287462.0,25610,2024-04-21,2024,1,50968.0
287471.0,25611,2019-05-25,2019,5,84387.0
287482.0,25612,2019-07-23,2019,6,101496.0
287492.0,25613,2020-02-22,2020,0,71228.0
287500.0,25614,2019-11-13,2019,3,15923.0
287520.0,25615,2025-02-04,2025,0,254255.0
287543.0,25616,2018-12-25,2018,3,49777.0
287552.0,25617,2018-12-04,2018,6,137064.0
287577.0,25618,2020-06-10,2020,2,566221.0
287582.0,25619,2023-08-09,2023,2,106435.0
287610.0,25620,2021-11-16,2021,1,11308.0
287631.0,25621,2022-08-27,2022,2,20752.0
287635.0,25622,2020-07-12,2020,3,24527.0
287652.0,25623,2024-10-29,2024,0,144622.0
287658.0,25624,2024-02-28,2024,1,33833.0
287669.0,25625,2018-07-04,2018,5,76233.0
287675.0,25626,2019-11-19,2019,0,151614.0
287681.0,25627,2024-11-12,2024,0,7463.0
287691.0,25628,2023-10-13,2023,2,31306.0
287717.0,25629,2022-08-19,2022,3,46747.0
287718.0,25630,2021-12-06,2021,2,84170.0
287728.0,25631,2023-12-04,2023,1,31253.0
287733.0,25632,2020-12-24,2020,2,103581.0
287760.0,25633,2021-03-21,2021,0,112442.0
287784.0,25634,2019-08-21,2019,5,155125.0
287794.0,25635,2025-09-29,2025,0,92389.0
287795.0,25636,2025-02-13,2025,0,112211.0
287798.0,25637,2019-11-29,2019,6,47265.0
287809.0,25638,2022-11-06,2022,2,146977.0
287809.0,25639,2022-06-29,2022,3,46392.0
287826.0,25640,2022-03-02,2022,1,67236.0
287830.0,25641,2018-02-22,2018,0,8208.0
287838.0,25642,2022-09-12,2022,3,289210.0
287842.0,25643,2024-12-21,2024,1,49899.0
287843.0,25644,2020-11-21,2020,4,206614.0
