policy_id,claim_id,accident_date,claim_amount,vehicle_age,region,channel,sum_insured,predicted_severity
276699,24621.0,2019-08-24,59243.0,2,South,Agent,257300,58556.066996246496
276703,24622.0,2023-09-26,126911.0,6,North,Online,1176400,156711.41589585578
276718,24623.0,2021-07-23,498445.0,7,North,Bancassurance,1182400,156147.93596211664
276724,24624.0,2023-05-15,39272.0,7,South,Direct,556900,82649.49425950974
276726,24625.0,2025-03-28,55836.0,4,West,Agent,619400,85380.81657242683
276739,24626.0,2020-10-08,193755.0,14,West,Direct,863900,113445.54710337378
276748,24627.0,2024-09-19,64563.0,14,Central,Direct,639700,90324.16551547126
276757,24628.0,2022-03-20,113154.0,12,North,Broker,422200,68320.86040692053
276776,24629.0,2022-12-16,23667.0,13,Central,Agent,740200,98465.008328656
276778,24630.0,2022-10-25,81542.0,11,North,Broker,554600,78827.77207527711
276780,24631.0,2019-10-26,63108.0,14,West,Agent,568900,80696.17362768002
276812,24632.0,2024-06-23,52065.0,3,North,Online,863000,111814.1964837212
276815,24633.0,2024-05-14,18193.0,7,East,Online,216700,54961.303682339574
276816,24634.0,2019-05-18,135927.0,11,East,Agent,976000,126535.78888584266
276822,24635.0,2020-06-23,19349.0,9,West,Online,346000,62536.51520362393
276834,24636.0,2022-08-15,31138.0,9,West,Broker,602200,81200.32891198815
276857,24637.0,2021-05-25,23589.0,4,North,Direct,489300,77569.59062053236
276899,24638.0,2023-11-28,27732.0,11,West,Broker,883500,109952.22437217209
276906,24639.0,2020-06-16,77875.0,9,South,Online,1946000,356123.72478637524
276948,24640.0,2021-04-02,59624.0,15,South,Agent,554900,80524.56108643128
276950,24641.0,2022-02-15,132523.0,2,North,Online,1501600,222753.2934246651
276960,24642.0,2020-10-28,69433.0,15,West,Agent,895900,114814.87936137676
276973,24643.0,2019-01-05,10758.0,11,East,Bancassurance,366000,63883.51885708793
277009,24644.0,2018-11-28,48412.0,5,East,Direct,454100,73766.83975770634
277010,24645.0,2024-01-23,72658.0,9,North,Bancassurance,344900,63229.794353045574
277022,24646.0,2023-03-16,40850.0,9,North,Online,512300,76498.9825527145
277023,24647.0,2020-05-29,43253.0,14,South,Bancassurance,448300,69996.66846019993
277041,24648.0,2020-07-01,128003.0,12,Central,Broker,1104000,141422.66978795794
277070,24649.0,2023-03-24,26134.0,12,East,Agent,655500,89525.20002376537
277072,24650.0,2019-05-10,473585.0,2,East,Direct,3022100,1178849.6774025422
277075,24651.0,2020-11-25,68251.0,15,South,Online,792300,102442.52091032913
277086,24652.0,2023-10-28,136921.0,3,West,Agent,990700,127477.29921130816
277093,24653.0,2019-06-23,75048.0,2,South,Broker,483100,72453.4330544485
277138,24654.0,2024-12-31,157292.0,8,Central,Agent,943300,122708.51119961483
277141,24655.0,2024-11-26,40174.0,9,East,Agent,917400,118829.03771613051
277150,24656.0,2021-02-10,186961.0,10,South,Broker,697300,91149.98420290506
277154,24657.0,2018-05-28,447030.0,3,West,Broker,496700,72548.32907483417
277155,24658.0,2018-11-09,141277.0,12,South,Agent,1585800,245048.96972445483
277159,24659.0,2024-05-18,199934.0,9,North,Direct,1231100,172532.65228049183
277160,24660.0,2023-03-12,227897.0,15,South,Online,605400,83733.72573040483
277207,24661.0,2022-04-01,78928.0,14,East,Agent,1263300,172419.67159660978
277210,24662.0,2022-06-07,722789.0,13,East,Agent,2314300,535995.7346835487
277235,24664.0,2024-09-23,203414.0,14,West,Agent,810400,104717.17221452609
277246,24665.0,2019-07-28,757132.0,11,East,Online,1297000,176173.084233161
277261,24666.0,2024-12-10,25746.0,1,West,Agent,1127200,147762.5416226464
277264,24667.0,2024-12-06,340576.0,7,South,Bancassurance,867400,110167.80496567544
277272,24668.0,2025-01-15,2371140.0,11,North,Online,2634600,755056.9855230548
277287,24669.0,2025-04-10,123052.0,1,North,Agent,1110900,148429.9150299223
277299,24670.0,2019-12-29,10787.0,4,North,Direct,240000,59274.99393639457
277301,24672.0,2021-06-13,13483.0,9,West,Agent,238400,56546.40838901026
277323,24673.0,2020-09-03,73301.0,7,East,Broker,1479000,211315.5860728069
277324,24674.0,2018-12-12,150945.0,11,South,Direct,711600,97587.45529724768
277388,24675.0,2024-11-15,12806.0,7,North,Direct,196400,56518.14090070891
277391,24676.0,2020-01-11,284014.0,13,South,Agent,921500,119641.78403208764
277396,24677.0,2020-03-05,31894.0,13,East,Bancassurance,451200,70007.43626169053
277429,24678.0,2020-08-03,26299.0,14,South,Online,324600,61859.176417009076
277431,24679.0,2019-12-28,31858.0,7,North,Broker,764500,98940.4989044712
277454,24680.0,2021-05-16,338774.0,10,East,Online,715100,94048.14406476442
277469,24681.0,2020-03-22,101106.0,9,North,Broker,498900,74258.70514033797
277491,24682.0,2021-03-10,62247.0,10,North,Agent,678600,92937.29006858263
277501,24683.0,2024-07-08,5049.0,4,East,Broker,207000,53596.393753015225
277501,24684.0,2024-08-23,46358.0,4,East,Broker,207000,53596.393753015225
277510,24685.0,2021-09-14,105374.0,0,South,Broker,390700,65603.91580794108
277513,24686.0,2018-05-19,65348.0,12,North,Agent,715900,96716.3264487356
277565,24687.0,2024-05-05,91133.0,5,South,Broker,578300,80244.61267775917
277578,24688.0,2024-11-03,11118.0,12,East,Broker,269800,57264.88227362083
277582,24689.0,2025-09-10,88333.0,6,South,Online,464400,72042.38236547237
277582,24690.0,2025-06-16,62689.0,6,South,Online,464400,72042.38236547237
277596,24691.0,2019-03-29,22555.0,14,Central,Agent,174900,53493.68643656037
277601,24692.0,2025-06-05,5654.0,15,West,Agent,216500,55161.59064042131
277626,24693.0,2020-11-10,264664.0,2,South,Online,684800,91454.08850602387
277630,24694.0,2025-01-12,121178.0,6,West,Agent,4001800,3282140.225760308
277633,24695.0,2023-09-23,13517.0,12,West,Agent,374400,65445.606236204825
277657,24696.0,2020-11-23,321696.0,8,South,Broker,2028400,383414.09896806907
277665,24697.0,2020-07-15,34258.0,8,East,Agent,494800,75332.07933718183
277671,24698.0,2023-03-27,34793.0,12,South,Agent,857500,111680.49756130425
277673,24699.0,2023-09-09,33844.0,0,East,Direct,527000,79880.95845123167
277673,24700.0,2023-08-26,107633.0,0,East,Direct,527000,79880.95845123167
277678,24701.0,2023-08-21,129291.0,9,North,Direct,394700,69974.6870066501
277679,24702.0,2019-09-22,485576.0,15,West,Broker,1002600,124932.64599314664
277708,24703.0,2020-11-18,178264.0,8,Central,Online,1680700,267745.73951270874
277710,24704.0,2019-04-29,37732.0,3,East,Agent,997400,129692.84546296138
277716,24705.0,2024-06-18,41141.0,1,West,Agent,397100,67211.7721348734
277728,24706.0,2018-07-25,81091.0,4,South,Direct,1764900,304475.50195893407
277730,24707.0,2019-11-25,26599.0,14,South,Online,512900,75794.90341223433
277739,24708.0,2018-11-20,71850.0,3,North,Broker,178500,52615.84881324111
277743,24709.0,2022-10-10,40749.0,0,South,Broker,936400,118206.24114560752
277754,24710.0,2020-07-22,10645.0,7,East,Agent,177700,53514.78490400147
277761,24711.0,2024-02-24,18369.0,5,South,Agent,439300,71220.10338939776
277784,24712.0,2018-11-06,24854.0,3,South,Bancassurance,735800,95658.89905072704
277815,24713.0,2024-02-02,103379.0,8,North,Broker,539300,77582.33292926193
277818,24714.0,2019-08-20,51104.0,4,Central,Online,336600,62838.451162275785
277835,24715.0,2024-06-13,173023.0,5,South,Online,709200,93839.07755770972
277839,24716.0,2022-02-26,27722.0,15,East,Bancassurance,484100,72509.04022253271
277842,24717.0,2023-11-12,522981.0,10,West,Broker,940100,116898.96676614693
277861,24718.0,2023-10-17,53038.0,14,North,Direct,878100,117770.5207815691
277873,24719.0,2021-03-12,178134.0,7,South,Agent,1010300,131825.65212167276
277895,24720.0,2019-09-11,22515.0,13,South,Agent,389300,67374.9145439223
277897,24721.0,2021-07-19,700688.0,4,North,Bancassurance,957400,122562.07127962958
277914,24723.0,2025-01-12,117299.0,4,East,Direct,1248100,173783.10755744038
277914,24722.0,2024-08-29,74262.0,4,East,Direct,1248100,173783.10755744038
277942,24724.0,2025-03-23,31023.0,15,East,Bancassurance,328300,61289.42200263575
277987,24725.0,2023-06-09,40820.0,10,West,Agent,744900,97647.81230318324
277989,24726.0,2021-10-28,100557.0,11,East,Agent,1237900,167856.2889225642
278013,24727.0,2024-07-17,220778.0,2,East,Online,1096600,142165.05069954912
278023,24728.0,2020-07-13,218751.0,3,North,Agent,3804800,2714517.756165031
278029,24729.0,2021-04-25,19410.0,4,West,Broker,317800,59801.484085984994
278031,24730.0,2023-11-18,9852.0,1,Central,Agent,296200,61127.86700618833
278048,24731.0,2020-05-27,121510.0,8,South,Agent,1424800,206132.73160175324
278049,24732.0,2023-01-25,55582.0,7,East,Broker,1879000,325363.11969311023
278052,24733.0,2022-12-14,43766.0,4,West,Agent,657700,88983.06830248063
278059,24734.0,2020-04-07,49220.0,14,North,Broker,668500,89083.82148765729
278083,24735.0,2019-01-15,15065.0,10,North,Agent,1426500,208281.14115508573
278088,24736.0,2019-10-04,66726.0,0,East,Agent,293100,60693.15663272539
278090,24737.0,2020-12-08,57133.0,12,South,Agent,2371200,571853.816467473
278091,24738.0,2023-09-18,25608.0,6,North,Broker,403400,67027.01483832406
278094,24739.0,2024-02-09,23151.0,0,West,Agent,511300,76040.13818151566
278121,24740.0,2025-01-27,2792.0,1,East,Broker,232900,55147.41264163205
278127,24742.0,2024-01-15,481396.0,15,Central,Agent,1660600,265708.40304102824
278127,24741.0,2023-03-17,362768.0,15,Central,Agent,1660600,265708.40304102824
278161,24743.0,2019-09-30,205524.0,15,North,Agent,326700,63514.18839951233
278164,24744.0,2022-12-08,73989.0,4,East,Broker,830300,105004.75154501462
278191,24745.0,2023-11-18,201131.0,12,North,Online,429100,69890.11677057986
278197,24746.0,2023-12-02,117998.0,3,West,Agent,479200,73408.78816296931
278201,24747.0,2019-06-21,72363.0,14,South,Agent,679000,92079.92947185009
278206,24748.0,2020-03-09,571864.0,8,North,Agent,1375500,197206.1482461432
278217,24749.0,2021-06-28,341912.0,7,North,Broker,2266800,500425.96009113314
278221,24750.0,2024-08-14,99261.0,7,North,Bancassurance,1001500,128460.01201032774
278262,24751.0,2019-12-20,82035.0,7,East,Online,1047800,134742.25838354262
278263,24752.0,2024-06-25,370119.0,9,East,Bancassurance,2278900,503416.12977433205
278295,24753.0,2020-07-01,165437.0,10,South,Online,3177600,1344727.9940102822
278308,24754.0,2022-07-20,44888.0,2,West,Agent,719900,95196.8310354781
278313,24755.0,2020-06-19,8828.0,6,West,Online,686000,90304.20858586198
278346,24756.0,2023-02-12,26034.0,14,South,Agent,159600,52574.88148106801
278346,24757.0,2022-11-16,6425.0,14,South,Agent,159600,52574.88148106801
278356,24758.0,2020-09-13,130289.0,3,South,Agent,621300,86707.17443789427
278382,24759.0,2021-04-26,290633.0,12,Central,Direct,934400,124184.30423620524
278399,24760.0,2021-01-20,229756.0,5,Central,Agent,1080600,142385.38244873873
278400,24761.0,2020-06-27,143421.0,5,North,Agent,898100,117887.47840924317
278405,24762.0,2024-03-11,81323.0,7,East,Agent,363400,65386.985426694344
278416,24763.0,2022-10-21,92265.0,8,East,Agent,686800,92672.23043186797
278434,24764.0,2020-08-01,72576.0,11,North,Agent,1286900,179122.5078522737
278436,24765.0,2020-06-09,49300.0,4,South,Broker,686500,90199.03356104309
278446,24766.0,2020-04-04,83711.0,0,East,Agent,437200,70902.87251254439
278479,24767.0,2023-06-17,100806.0,0,Central,Agent,520000,77838.5028535386
278480,24768.0,2020-09-25,150222.0,10,East,Broker,2537300,661590.6906732873
278488,24769.0,2022-02-21,74871.0,13,West,Broker,925900,115054.5045081563
278502,24770.0,2020-02-26,24500.0,12,East,Agent,475600,73730.23232778512
278509,24771.0,2024-02-15,71499.0,15,South,Bancassurance,825100,105089.29589589979
278523,24772.0,2024-05-05,31378.0,13,South,Broker,660900,87588.44366809951
278524,24773.0,2020-05-24,47832.0,13,West,Bancassurance,799100,100884.33267283397
278526,24774.0,2024-12-09,98907.0,7,East,Broker,994400,125271.37835715663
278543,24775.0,2022-02-24,47754.0,0,North,Agent,558500,81800.42770391717
278562,24776.0,2020-01-09,106326.0,9,Central,Broker,726900,94203.28230296292
278569,24777.0,2023-09-20,100099.0,8,East,Agent,1184100,158482.16980313626
278570,24778.0,2024-09-23,23358.0,15,South,Agent,319300,62449.374854185335
278594,24779.0,2024-12-13,54791.0,7,West,Direct,665100,91668.85239897364
278597,24780.0,2019-08-04,397225.0,14,North,Broker,768600,99244.14541764818
278611,24781.0,2020-05-11,19172.0,7,South,Agent,638500,88262.7448645642
278614,24782.0,2020-10-10,6610.0,15,North,Online,227100,56170.352024399814
278622,24783.0,2019-10-22,72750.0,10,Central,Bancassurance,1005200,127858.14509758519
278626,24784.0,2024-01-07,31361.0,2,Central,Online,310200,61097.48550724801
278651,24785.0,2023-01-22,101439.0,14,West,Online,1467700,209571.18552557478
278655,24786.0,2021-03-05,137741.0,1,South,Agent,943300,122775.11386407568
278672,24787.0,2023-09-02,29302.0,5,West,Online,554900,78407.91920237638
278676,24788.0,2025-09-10,119808.0,6,North,Agent,768200,102450.29968968588
278685,24789.0,2021-08-03,38221.0,5,West,Agent,375600,65619.54762325561
278696,24791.0,2024-03-13,97078.0,2,Central,Agent,856700,111892.42886602509
278696,24790.0,2023-12-30,58323.0,2,Central,Agent,856700,111892.42886602509
278701,24792.0,2020-01-28,32385.0,2,North,Agent,1177000,159371.63283347068
278711,24793.0,2019-03-18,75085.0,0,West,Broker,513100,73886.5456354314
278714,24794.0,2019-05-17,55162.0,5,West,Agent,652600,88477.57504709162
278724,24795.0,2022-09-18,94139.0,6,South,Agent,646100,89006.77697612318
278734,24797.0,2025-01-02,27141.0,5,West,Agent,463100,72116.56466021175
278734,24796.0,2024-10-23,33661.0,5,West,Agent,463100,72116.56466021175
278745,24798.0,2021-04-01,74838.0,14,Central,Agent,522700,77853.62146155376
278746,24799.0,2020-11-08,199859.0,12,West,Agent,1251700,168646.0762044769
278747,24800.0,2019-01-27,461541.0,9,Unknown,Online,1381300,206071.93310743192
278773,24801.0,2018-10-11,94463.0,9,North,Broker,563200,79593.54288962211
278779,24802.0,2023-12-14,149557.0,12,East,Agent,1153500,153215.99547801478
278785,24803.0,2021-05-06,23351.0,6,East,Agent,435900,70721.03056262857
278786,24804.0,2024-05-21,228275.0,15,South,Agent,968100,125762.32955525335
278788,24805.0,2020-08-21,40996.0,15,East,Agent,344900,63995.227941241785
278801,24806.0,2025-01-25,7752.0,11,East,Direct,571900,83667.19973526712
278814,24807.0,2022-04-15,42579.0,14,East,Online,403500,67142.82055805727
278845,24808.0,2021-10-30,26783.0,12,Central,Direct,858700,114444.33379728075
278859,24809.0,2025-03-25,216319.0,13,South,Online,1224200,163317.91527180627
278862,24810.0,2018-09-14,75354.0,0,North,Agent,443500,72254.9319697787
278868,24811.0,2025-01-09,79414.0,14,South,Online,545100,78474.51959025627
278895,24812.0,2020-01-07,655650.0,0,South,Agent,728500,97396.00300978727
278957,24813.0,2022-02-09,67815.0,14,West,Direct,553100,81123.9457159929
278958,24814.0,2020-09-21,99611.0,12,South,Online,829500,106700.12269190715
278963,24815.0,2025-01-03,173017.0,6,Central,Agent,666800,91091.46717210583
278964,24816.0,2020-10-24,35960.0,1,East,Bancassurance,817600,104195.3735545
278970,24817.0,2022-11-05,66760.0,14,East,Agent,1023400,133098.02065907852
278973,24818.0,2019-03-21,92780.0,7,East,Broker,1088900,138718.312919866
278981,24819.0,2024-03-19,18045.0,8,East,Online,512400,75602.35574019587
278985,24820.0,2020-07-06,10669.0,12,West,Online,255300,56673.40992799765
278996,24821.0,2021-03-25,120313.0,15,West,Online,645000,86245.53083939591
278998,24822.0,2024-02-28,16889.0,5,North,Direct,1123600,153757.0532555421
279005,24823.0,2024-09-25,38171.0,4,East,Direct,526900,79810.31432666768
279014,24824.0,2020-06-07,219611.0,4,South,Online,588000,82352.10950547931
279018,24825.0,2024-06-19,23499.0,12,North,Direct,408900,71013.66559574602
279023,24826.0,2021-04-24,66542.0,9,Central,Broker,378400,64678.76656178411
279026,24827.0,2022-01-22,196556.0,12,Central,Agent,870700,113375.05802480108
279031,24829.0,2020-03-06,32172.0,15,North,Agent,886000,116132.62659427804
279031,24828.0,2019-12-03,155044.0,15,North,Agent,886000,116132.62659427804
279053,24830.0,2020-07-27,227919.0,6,East,Online,1373400,191496.88695617596
279094,24831.0,2024-01-25,95671.0,2,West,Online,921400,116506.9760349721
279104,24832.0,2025-01-26,35255.0,11,East,Online,588500,82024.2254424219
279108,24833.0,2024-11-08,49520.0,3,East,Agent,732300,97429.90616046176
279128,24834.0,2020-08-20,126729.0,14,West,Direct,549400,80800.72832130127
279128,24835.0,2019-11-05,14064.0,14,West,Direct,549400,80800.72832130127
279136,24836.0,2022-04-04,26313.0,13,North,Agent,384900,67656.8072849203
279154,24837.0,2023-04-17,49320.0,2,Central,Online,797900,103408.35912596165
279167,24838.0,2021-07-21,15376.0,15,East,Agent,734400,97423.59861629627
279168,24839.0,2025-03-27,104814.0,9,West,Agent,1424200,203264.43544402655
279168,24840.0,2024-09-10,185847.0,9,West,Agent,1424200,203264.43544402655
279170,24841.0,2021-01-03,189886.0,1,East,Online,594900,82753.16127660523
279175,24842.0,2019-08-13,33520.0,11,West,Agent,489600,74121.91617979384
279198,24843.0,2022-12-17,85036.0,12,East,Agent,1465100,214445.71314483738
279205,24844.0,2020-06-09,139960.0,13,North,Agent,554200,81216.47241354796
279210,24845.0,2022-07-25,47242.0,10,Central,Online,1140600,149440.16756908473
279255,24846.0,2018-10-11,21246.0,14,North,Agent,606300,85896.09449460458
279264,24847.0,2020-09-21,48141.0,3,East,Broker,609500,82761.46860467106
279276,24848.0,2020-04-17,59365.0,10,South,Online,1062600,137265.8182378466
279277,24849.0,2021-11-28,64250.0,2,East,Agent,2205500,477646.21359572344
279280,24850.0,2019-10-30,20605.0,0,East,Agent,250500,57966.58389608898
279281,24851.0,2023-06-30,141947.0,13,East,Agent,2331000,545741.2984028002
279287,24852.0,2020-10-19,83641.0,14,East,Bancassurance,568300,79420.37770530126
279337,24853.0,2020-07-06,14760.0,3,South,Direct,218000,57381.48247863296
279348,24854.0,2023-03-23,56619.0,3,West,Agent,456400,71624.92126526742
279353,24855.0,2024-02-24,45794.0,6,South,Agent,669400,91272.77784320098
279361,24856.0,2018-08-11,94473.0,10,North,Agent,879800,115470.41102359624
279367,24857.0,2020-11-17,58733.0,3,East,Direct,429800,71885.79605444433
279379,24858.0,2023-04-25,24482.0,12,North,Agent,543900,80334.47715772442
279391,24859.0,2023-08-06,158831.0,15,East,Agent,583700,82803.24478571468
279394,24860.0,2018-06-18,11417.0,1,West,Direct,334200,64220.071904200275
279398,24861.0,2018-09-23,113513.0,14,East,Agent,578500,82355.95811122454
279416,24862.0,2025-04-21,58285.0,8,West,Bancassurance,559300,77960.94621775807
279417,24863.0,2022-10-03,57486.0,12,North,Online,1160800,153916.26625477284
279422,24864.0,2020-07-21,493048.0,14,South,Agent,944100,122571.27748398992
279426,24865.0,2025-08-02,95152.0,13,West,Broker,1234800,160565.29804674714
279445,24866.0,2021-05-12,89318.0,0,North,Agent,432800,71425.54489848563
279447,24867.0,2020-08-16,138253.0,3,South,Bancassurance,1364800,188568.7556170296
279447,24868.0,2020-05-26,43123.0,3,South,Bancassurance,1364800,188568.7556170296
279464,24869.0,2022-03-08,74538.0,12,East,Online,2636400,747286.8018147108
279466,24870.0,2023-11-11,20932.0,14,South,Broker,284500,58342.42018372668
279507,24871.0,2019-11-05,75933.0,9,East,Online,1109000,143884.1508760327
279527,24872.0,2019-09-05,144053.0,3,South,Agent,634300,87931.95514471908
279530,24873.0,2018-07-28,58754.0,12,Central,Online,548700,78874.94295757933
279542,24874.0,2022-08-16,35206.0,14,South,Agent,597000,84283.08728711912
279561,24875.0,2023-07-23,7939.0,1,West,Agent,448900,71075.25246857964
279591,24876.0,2022-12-26,9585.0,12,West,Broker,231400,54393.98051384976
279591,24877.0,2022-12-27,6294.0,12,West,Broker,231400,54393.98051384976
279598,24878.0,2025-01-29,39344.0,10,South,Broker,464000,70865.37477232078
279618,24879.0,2019-12-04,61636.0,8,Central,Agent,1139700,151672.25798106077
279648,24880.0,2018-06-24,225367.0,3,North,Agent,858500,113000.43859867638
279674,24881.0,2021-04-10,347890.0,8,North,Broker,1493800,217287.0691464112
279676,24882.0,2020-11-29,54708.0,10,West,Bancassurance,580400,79725.21498740753
279677,24883.0,2023-09-06,40147.0,3,North,Online,667700,90569.28371883747
279689,24884.0,2023-09-06,41187.0,6,South,Bancassurance,523100,75998.11553724062
279698,24885.0,2024-04-25,5902.0,7,East,Agent,297900,60925.42122082962
279706,24886.0,2024-01-08,59404.0,9,West,Broker,713800,91590.9689823185
279724,24887.0,2022-09-13,134882.0,15,Central,Online,1887300,334151.3697881248
279726,24888.0,2019-12-09,44259.0,12,West,Agent,409400,67964.35730369526
279736,24889.0,2025-03-12,64082.0,5,East,Broker,861500,108578.70931552767
279736,24890.0,2025-05-15,29642.0,5,East,Broker,861500,108578.70931552767
279783,24891.0,2023-07-21,171541.0,10,West,Broker,1208500,156163.94107368196
279812,24892.0,2021-03-25,10675.0,6,South,Broker,137700,49873.50735489888
279819,24893.0,2024-01-24,71428.0,14,West,Agent,609400,84300.64888975477
279855,24894.0,2021-04-22,22426.0,12,West,Agent,947100,121406.83104396082
279898,24895.0,2022-09-21,106181.0,14,East,Agent,1588300,244838.21682383784
279902,24896.0,2020-02-21,91884.0,9,East,Agent,669800,90970.21169794227
279904,24897.0,2022-10-05,29258.0,13,North,Online,572800,81595.85307575154
279921,24898.0,2021-09-17,24870.0,3,North,Online,640100,87911.92590886666
279924,24899.0,2024-11-28,43049.0,3,West,Agent,778400,101379.64728013787
279942,24900.0,2021-01-06,163223.0,4,West,Direct,739400,99378.22116155908
279943,24901.0,2022-01-15,60574.0,8,West,Broker,928600,115502.2802366693
279974,24902.0,2023-11-30,37163.0,13,West,Agent,534800,77796.18534367945
279997,24903.0,2024-11-05,121517.0,4,South,Broker,706300,92146.74644161822
279999,24904.0,2019-08-03,155199.0,13,East,Online,643200,86977.20070616913
280009,24905.0,2023-04-20,222070.0,13,South,Agent,1085200,142755.01956225594
280016,24906.0,2018-10-10,24646.0,1,North,Agent,268800,59830.15534814913
280039,24907.0,2025-03-03,38321.0,0,West,Direct,520900,78567.19662652929
280044,24908.0,2024-08-10,52121.0,4,East,Broker,746900,95968.42786543668
280052,24909.0,2024-04-12,32610.0,15,North,Broker,658300,88091.67220698492
280082,24910.0,2020-08-02,37858.0,7,North,Agent,485000,75461.18782154772
280098,24911.0,2020-11-08,17963.0,0,East,Online,368400,64823.55671051933
280110,24912.0,2020-10-29,334085.0,0,West,Online,1466500,209869.87947640917
280116,24913.0,2021-05-14,17625.0,10,North,Direct,644100,91563.72625429877
280135,24914.0,2018-09-18,42022.0,14,West,Broker,903800,112321.62991997697
280140,24915.0,2021-07-31,302684.0,2,West,Agent,631800,86564.4428095864
280146,24916.0,2020-09-28,85738.0,9,Central,Agent,627400,87249.33650746719
280164,24917.0,2019-07-06,156288.0,2,West,Direct,1362800,194796.0534594638
280194,24918.0,2021-01-28,78103.0,0,East,Agent,1139000,151189.51834916617
280256,24919.0,2020-08-23,143029.0,14,South,Agent,1413000,203287.88290734208
280268,24920.0,2020-10-11,423210.0,14,South,Agent,1336500,187182.05304492233
280318,24921.0,2020-09-21,249065.0,15,North,Online,1722900,282115.55523935537
280338,24922.0,2020-09-15,89137.0,13,North,Agent,865000,113574.93851466622
280347,24923.0,2019-05-11,76107.0,0,West,Agent,1271100,172615.21979904047
280356,24924.0,2020-07-26,167530.0,9,North,Direct,384400,69201.33410788879
280365,24925.0,2020-03-27,70068.0,10,North,Broker,511900,75293.02072494099
280375,24926.0,2023-03-26,71113.0,15,East,Bancassurance,384000,65085.777788125415
280378,24927.0,2025-01-10,115218.0,14,North,Agent,1183600,160136.956157836
280391,24928.0,2023-03-11,163768.0,13,Central,Direct,1703300,284631.35286576994
280391,24929.0,2022-05-05,46436.0,13,Central,Direct,1703300,284631.35286576994
280403,24930.0,2021-07-15,285978.0,14,South,Online,539800,78027.03931091107
280410,24931.0,2019-07-03,106129.0,10,East,Agent,1359800,191488.77749559074
280417,24932.0,2021-08-22,33104.0,7,North,Broker,261600,57506.79818881767
280436,24933.0,2018-03-08,94799.0,6,South,Direct,681400,94550.59123844138
280438,24934.0,2019-04-05,12766.0,6,North,Agent,503300,76980.94126497928
280440,24935.0,2024-09-17,216589.0,1,North,Agent,706000,95893.36200246536
280446,24936.0,2022-03-21,23319.0,8,South,Broker,322300,60841.974210421504
280448,24937.0,2025-09-17,91311.0,0,West,Broker,1371600,186574.1963596109
280448,24938.0,2025-03-17,152499.0,0,West,Broker,1371600,186574.1963596109
280472,24939.0,2022-03-20,28483.0,5,Central,Agent,1426000,206688.86328964328
280473,24940.0,2025-04-22,40061.0,0,West,Online,667300,88603.60673263084
280478,24941.0,2022-01-03,15912.0,9,North,Agent,629200,88130.4337523098
280478,24942.0,2022-06-02,16731.0,9,North,Agent,629200,88130.4337523098
280479,24943.0,2022-04-02,38843.0,13,North,Agent,177000,54061.8902456046
280494,24944.0,2024-05-08,589298.0,11,West,Agent,1664600,263355.39364099264
280519,24945.0,2022-12-21,51629.0,7,South,Agent,918900,119445.7278553267
280539,24946.0,2021-05-10,246568.0,15,West,Agent,1780700,298269.1659683179
280602,24947.0,2024-03-05,113716.0,11,East,Online,1036600,133020.38648338994
280602,24948.0,2024-05-31,142401.0,11,East,Online,1036600,133020.38648338994
280606,24949.0,2023-08-22,28202.0,0,West,Online,1125900,145327.46026783134
280611,24950.0,2018-09-14,179718.0,5,West,Agent,1287200,175469.51803046095
280617,24951.0,2023-07-16,37395.0,9,West,Agent,724000,95488.98830302278
280617,24952.0,2023-03-24,52329.0,9,West,Agent,724000,95488.98830302278
280644,24953.0,2019-06-07,170672.0,15,South,Bancassurance,1228000,162313.33155966978
280650,24954.0,2024-07-22,503295.0,15,East,Agent,760600,100216.97216774107
280661,24955.0,2021-01-26,22621.0,7,North,Agent,480600,75103.78632946408
280670,24956.0,2021-12-09,67212.0,13,South,Agent,568000,81702.55059972589
280675,24957.0,2023-04-11,43288.0,2,South,Agent,778900,102799.13895104472
280681,24958.0,2020-11-19,170542.0,11,South,Bancassurance,1122300,144931.03914415333
280683,24959.0,2023-12-18,236736.0,8,North,Broker,1719500,277201.19134925405
280696,24960.0,2022-05-28,23869.0,1,South,Broker,432800,68639.34623844548
280704,24961.0,2025-05-08,482420.0,1,West,Broker,1050900,131974.4267409867
280716,24962.0,2018-02-24,188002.0,15,West,Agent,1399600,197709.69008761048
280718,24963.0,2020-04-15,39269.0,10,South,Broker,398900,66058.50643501496
280728,24964.0,2021-07-16,188732.0,13,East,Direct,1149600,155988.33721923234
280744,24965.0,2018-10-28,31797.0,13,North,Agent,505000,77017.49635993002
280752,24966.0,2022-02-09,16159.0,7,Central,Broker,764100,98099.3997781387
280763,24967.0,2022-03-02,400271.0,11,North,Agent,635300,88677.94602672131
280764,24968.0,2021-03-31,36204.0,9,South,Online,505000,75224.59539836549
280772,24969.0,2023-04-13,17203.0,5,West,Bancassurance,362500,63082.840334578716
280774,24970.0,2023-04-22,133657.0,15,South,Bancassurance,645700,86595.05265136091
280774,24971.0,2023-03-01,69644.0,15,South,Bancassurance,645700,86595.05265136091
280782,24972.0,2019-03-06,104414.0,11,North,Direct,1203800,167459.5979422871
280816,24973.0,2023-03-03,55070.0,7,South,Online,235800,56283.82346642605
280843,24974.0,2022-01-15,42971.0,14,Central,Bancassurance,935700,118528.79525179957
280865,24976.0,2022-03-30,14906.0,9,South,Agent,811100,106288.85097428382
